biobank_id,biobank_name,cluster_id,cluster_size,cluster_theme,term,cdf_ipf
taiwan_biobank,Taiwan Biobank,0,25,Metabolic & Diabetes,Obesity,1.8364
taiwan_biobank,Taiwan Biobank,0,25,Metabolic & Diabetes,Body Mass Index Middle Aged,1.7412
taiwan_biobank,Taiwan Biobank,0,25,Metabolic & Diabetes,Waist Hip Ratio,1.4791
taiwan_biobank,Taiwan Biobank,0,25,Metabolic & Diabetes,Adult Body Mass Index,1.3809
taiwan_biobank,Taiwan Biobank,1,37,Genomics & GWAS,Case Control Studies,1.2592
taiwan_biobank,Taiwan Biobank,1,37,Genomics & GWAS,Genotype Adult,1.0426
taiwan_biobank,Taiwan Biobank,1,37,Genomics & GWAS,Genotype,1.0362
taiwan_biobank,Taiwan Biobank,1,37,Genomics & GWAS,Genetic Predisposition To Disease,0.8234
taiwan_biobank,Taiwan Biobank,1,37,Genomics & GWAS,Female Genetic Predisposition To Disease,0.7383
taiwan_biobank,Taiwan Biobank,2,13,Musculoskeletal,Osteoporosis,1.5145
taiwan_biobank,Taiwan Biobank,2,13,Musculoskeletal,Retrospective Studies,1.1823
taiwan_biobank,Taiwan Biobank,2,13,Musculoskeletal,Bone Density,1.0611
taiwan_biobank,Taiwan Biobank,2,13,Musculoskeletal,Bone Density Adult,1.0293
taiwan_biobank,Taiwan Biobank,2,13,Musculoskeletal,Female Osteoporosis,0.9778
taiwan_biobank,Taiwan Biobank,3,37,Epidemiology & Risk Factors,Prevalence,1.2549
taiwan_biobank,Taiwan Biobank,3,37,Epidemiology & Risk Factors,Cross Sectional Studies,0.9581
taiwan_biobank,Taiwan Biobank,3,37,Epidemiology & Risk Factors,Taiwan Risk Factors,0.8726
taiwan_biobank,Taiwan Biobank,3,37,Epidemiology & Risk Factors,Risk Factors Female,0.7078
taiwan_biobank,Taiwan Biobank,3,37,Epidemiology & Risk Factors,Cross Sectional Studies Male,0.6935
taiwan_biobank,Taiwan Biobank,4,56,Genomics & GWAS,Middle Aged Polymorphism Single Nucleotide,1.0168
taiwan_biobank,Taiwan Biobank,4,56,Genomics & GWAS,Humans Aged,0.7494
taiwan_biobank,Taiwan Biobank,4,56,Genomics & GWAS,Polymorphism Single Nucleotide,0.6643
taiwan_biobank,Taiwan Biobank,4,56,Genomics & GWAS,Aged,0.6159
taiwan_biobank,Taiwan Biobank,4,56,Genomics & GWAS,Adult Middle Aged,0.5853
taiwan_biobank,Taiwan Biobank,5,23,Epidemiology & Risk Factors,Follow Up Studies,1.4144
taiwan_biobank,Taiwan Biobank,5,23,Epidemiology & Risk Factors,Longitudinal Studies,1.3879
taiwan_biobank,Taiwan Biobank,5,23,Epidemiology & Risk Factors,Humans Follow Up Studies,1.0577
taiwan_biobank,Taiwan Biobank,5,23,Epidemiology & Risk Factors,Sex Characteristics,0.9245
taiwan_biobank,Taiwan Biobank,5,23,Epidemiology & Risk Factors,Female Longitudinal Studies,0.9211
taiwan_biobank,Taiwan Biobank,6,26,Environmental Health,Dna Methylation,1.6683
taiwan_biobank,Taiwan Biobank,6,26,Environmental Health,Humans Dna Methylation,1.5692
taiwan_biobank,Taiwan Biobank,6,26,Environmental Health,Particulate Matter,1.535
taiwan_biobank,Taiwan Biobank,6,26,Environmental Health,Dna Methylation Aged,1.3264
taiwan_biobank,Taiwan Biobank,6,26,Environmental Health,Air Pollution,1.2632
taiwan_biobank,Taiwan Biobank,7,61,Genomics & GWAS,Genome Wide Association Study Polymorphism Single Nucleotide,1.0261
taiwan_biobank,Taiwan Biobank,7,61,Genomics & GWAS,Genome Wide Association Study,0.9435
taiwan_biobank,Taiwan Biobank,7,61,Genomics & GWAS,Biological Specimen Banks,0.7193
taiwan_biobank,Taiwan Biobank,7,61,Genomics & GWAS,Polymorphism Single Nucleotide,0.658
taiwan_biobank,Taiwan Biobank,7,61,Genomics & GWAS,Biological Specimen Banks Taiwan,0.5358
taiwan_biobank,Taiwan Biobank,8,23,Genomics & GWAS,Asian People,1.509
taiwan_biobank,Taiwan Biobank,8,23,Genomics & GWAS,Genotype,1.2282
taiwan_biobank,Taiwan Biobank,8,23,Genomics & GWAS,Humans Genotype,1.2182
taiwan_biobank,Taiwan Biobank,8,23,Genomics & GWAS,Haplotypes,0.9211
taiwan_biobank,Taiwan Biobank,8,23,Genomics & GWAS,China,0.8479
taiwan_biobank,Taiwan Biobank,9,25,Metabolic & Diabetes,Exercise Female,1.1298
taiwan_biobank,Taiwan Biobank,9,25,Metabolic & Diabetes,Exercise,1.0848
taiwan_biobank,Taiwan Biobank,9,25,Metabolic & Diabetes,Diabetes Mellitus Type 2,1.051
taiwan_biobank,Taiwan Biobank,9,25,Metabolic & Diabetes,Cholesterol Hdl Exercise,0.9731
taiwan_biobank,Taiwan Biobank,9,25,Metabolic & Diabetes,Incidence,0.8068
taiwan_biobank,Taiwan Biobank,10,20,General Research,Multifactorial Inheritance,1.478
taiwan_biobank,Taiwan Biobank,10,20,General Research,Medicine Chinese Traditional,1.2772
taiwan_biobank,Taiwan Biobank,10,20,General Research,Depressive Disorder Major,1.2403
taiwan_biobank,Taiwan Biobank,10,20,General Research,Body Constitution,1.0593
taiwan_biobank,Taiwan Biobank,10,20,General Research,Yin Deficiency,1.0593
hunt,HUNT Study,0,131,General Research,Male Female,1.4757
hunt,HUNT Study,0,131,General Research,Cross Sectional Studies,1.3088
hunt,HUNT Study,0,131,General Research,Norway Cross Sectional Studies,1.2893
hunt,HUNT Study,0,131,General Research,Humans Male,1.1111
hunt,HUNT Study,0,131,General Research,Cross Sectional Studies Adult,0.6006
hunt,HUNT Study,1,162,General Research,Adolescent,1.1084
hunt,HUNT Study,1,162,General Research,Surveys And Questionnaires,0.612
hunt,HUNT Study,1,162,General Research,Young Adult,0.5624
hunt,HUNT Study,1,162,General Research,Young Adult Humans,0.5027
hunt,HUNT Study,1,162,General Research,Adult Female,0.4356
hunt,HUNT Study,2,56,Cardiovascular Research,Pregnancy,2.2337
hunt,HUNT Study,2,56,Cardiovascular Research,Pregnancy Norway,1.5583
hunt,HUNT Study,2,56,Cardiovascular Research,Infant Newborn,1.0726
hunt,HUNT Study,2,56,Cardiovascular Research,Registries,1.057
hunt,HUNT Study,2,56,Cardiovascular Research,Cardiovascular Diseases,1.0005
hunt,HUNT Study,3,161,Physical Activity,Female Middle Aged,0.8772
hunt,HUNT Study,3,161,Physical Activity,Adult Aged,0.7396
hunt,HUNT Study,3,161,Physical Activity,Humans Female,0.7331
hunt,HUNT Study,3,161,Physical Activity,Exercise,0.5187
hunt,HUNT Study,3,161,Physical Activity,Norway Male,0.509
hunt,HUNT Study,4,64,Genomics & GWAS,Polymorphism Single Nucleotide,1.8388
hunt,HUNT Study,4,64,Genomics & GWAS,Genotype,1.5585
hunt,HUNT Study,4,64,Genomics & GWAS,Genome Wide Association Study,1.3915
hunt,HUNT Study,4,64,Genomics & GWAS,Genetic Predisposition To Disease,1.2871
hunt,HUNT Study,4,64,Genomics & GWAS,Genotype Female,1.2293
hunt,HUNT Study,5,153,Epidemiology & Risk Factors,Humans Middle Aged,0.9919
hunt,HUNT Study,5,153,Epidemiology & Risk Factors,Aged 80 And Over,0.7193
hunt,HUNT Study,5,153,Epidemiology & Risk Factors,Aged Female,0.7044
hunt,HUNT Study,5,153,Epidemiology & Risk Factors,Male Prevalence,0.6727
hunt,HUNT Study,5,153,Epidemiology & Risk Factors,Prevalence,0.6634
hunt,HUNT Study,6,106,Metabolic & Diabetes,Body Mass Index,1.967
hunt,HUNT Study,6,106,Metabolic & Diabetes,Humans Body Mass Index,1.7199
hunt,HUNT Study,6,106,Metabolic & Diabetes,Obesity,1.3264
hunt,HUNT Study,6,106,Metabolic & Diabetes,Body Mass Index Female,1.218
hunt,HUNT Study,6,106,Metabolic & Diabetes,Body Mass Index Middle Aged,1.0645
hunt,HUNT Study,7,61,Musculoskeletal,Sleep Initiation And Maintenance Disorders,1.8698
hunt,HUNT Study,7,61,Musculoskeletal,Sleep Initiation And Maintenance Disorders Middle Aged,1.1464
hunt,HUNT Study,7,61,Musculoskeletal,Female Sleep Initiation And Maintenance Disorders,1.0963
hunt,HUNT Study,7,61,Musculoskeletal,Headache,0.8846
hunt,HUNT Study,7,61,Musculoskeletal,Musculoskeletal Pain,0.8516
hunt,HUNT Study,8,128,Epidemiology & Risk Factors,Humans Female,0.8766
hunt,HUNT Study,8,128,Epidemiology & Risk Factors,Incidence,0.8426
hunt,HUNT Study,8,128,Epidemiology & Risk Factors,Adult Incidence,0.6683
hunt,HUNT Study,8,128,Epidemiology & Risk Factors,Incidence Aged,0.617
hunt,HUNT Study,8,128,Epidemiology & Risk Factors,Prospective Studies,0.613
decode,deCODE Genetics,0,497,General Research,Neurons,1.2628
decode,deCODE Genetics,0,497,General Research,Action Potentials,1.0735
decode,deCODE Genetics,0,497,General Research,Models Neurological,0.9472
decode,deCODE Genetics,0,497,General Research,Animals,0.893
decode,deCODE Genetics,0,497,General Research,Macaca Mulatta,0.8532
decode,deCODE Genetics,1,356,Neuroimaging,Magnetic Resonance Imaging,2.2431
decode,deCODE Genetics,1,356,Neuroimaging,Brain Mapping,1.7818
decode,deCODE Genetics,1,356,Neuroimaging,Humans Magnetic Resonance Imaging,1.6486
decode,deCODE Genetics,1,356,Neuroimaging,Magnetic Resonance Imaging Female,1.4728
decode,deCODE Genetics,1,356,Neuroimaging,Brain,1.1732
decode,deCODE Genetics,2,2155,General Research,Animals,0.4561
decode,deCODE Genetics,2,2155,General Research,Mice,0.26
decode,deCODE Genetics,2,2155,General Research,Signal Transduction,0.2577
decode,deCODE Genetics,2,2155,General Research,Humans,0.2088
decode,deCODE Genetics,2,2155,General Research,Computational Biology,0.1789
decode,deCODE Genetics,3,357,Physical Activity,Brain Computer Interfaces,1.9442
decode,deCODE Genetics,3,357,Physical Activity,Electroencephalography,1.7424
decode,deCODE Genetics,3,357,Physical Activity,Humans Brain Computer Interfaces,1.7207
decode,deCODE Genetics,3,357,Physical Activity,Electroencephalography Humans,1.2858
decode,deCODE Genetics,3,357,Physical Activity,Movement,0.755
decode,deCODE Genetics,4,676,General Research,Female,1.1845
decode,deCODE Genetics,4,676,General Research,Adult,1.0424
decode,deCODE Genetics,4,676,General Research,Male,1.0263
decode,deCODE Genetics,4,676,General Research,Humans Female,0.9709
decode,deCODE Genetics,4,676,General Research,Young Adult,0.7999
decode,deCODE Genetics,5,150,Genomics & GWAS,Genome Wide Association Study,2.7712
decode,deCODE Genetics,5,150,Genomics & GWAS,Mendelian Randomization Analysis,2.2602
decode,deCODE Genetics,5,150,Genomics & GWAS,Polymorphism Single Nucleotide,1.8429
decode,deCODE Genetics,5,150,Genomics & GWAS,Genetic Predisposition To Disease Humans,1.7761
decode,deCODE Genetics,5,150,Genomics & GWAS,Genetic Predisposition To Disease,1.7623
swedish_twin,Swedish Twin Registry,0,19,General Research,Female Adult,1.5966
swedish_twin,Swedish Twin Registry,0,19,General Research,Attention Deficit Disorder With Hyperactivity,1.2965
swedish_twin,Swedish Twin Registry,0,19,General Research,Adolescent,1.2169
swedish_twin,Swedish Twin Registry,0,19,General Research,Young Adult Sweden,1.2143
swedish_twin,Swedish Twin Registry,0,19,General Research,Young Adult,1.1392
swedish_twin,Swedish Twin Registry,1,29,Cancer & Oncology,Cohort Studies,1.0241
swedish_twin,Swedish Twin Registry,1,29,Cancer & Oncology,Cohort Studies Adult,0.8829
swedish_twin,Swedish Twin Registry,1,29,Cancer & Oncology,Neoplasms,0.8494
swedish_twin,Swedish Twin Registry,1,29,Cancer & Oncology,Humans Neoplasms,0.6878
swedish_twin,Swedish Twin Registry,1,29,Cancer & Oncology,Risk,0.6442
swedish_twin,Swedish Twin Registry,2,34,Epidemiology & Risk Factors,Humans Registries,1.4398
swedish_twin,Swedish Twin Registry,2,34,Epidemiology & Risk Factors,Sweden Twins Dizygotic,1.3274
swedish_twin,Swedish Twin Registry,2,34,Epidemiology & Risk Factors,Adult Sweden,1.2315
swedish_twin,Swedish Twin Registry,2,34,Epidemiology & Risk Factors,Male Middle Aged,1.0294
swedish_twin,Swedish Twin Registry,2,34,Epidemiology & Risk Factors,Risk Factors Twins Monozygotic,0.9142
swedish_twin,Swedish Twin Registry,3,38,General Research,Humans Environment,1.2097
swedish_twin,Swedish Twin Registry,3,38,General Research,Environment,1.1513
swedish_twin,Swedish Twin Registry,3,38,General Research,Twins Monozygotic Humans,0.8422
swedish_twin,Swedish Twin Registry,3,38,General Research,Twins Dizygotic Male,0.8179
swedish_twin,Swedish Twin Registry,3,38,General Research,Twins Dizygotic,0.675
swedish_twin,Swedish Twin Registry,4,26,General Research,Comorbidity,1.4001
swedish_twin,Swedish Twin Registry,4,26,General Research,Comorbidity Humans,1.3173
swedish_twin,Swedish Twin Registry,4,26,General Research,Depressive Disorder Major,1.05
swedish_twin,Swedish Twin Registry,4,26,General Research,Female Sweden,0.9009
swedish_twin,Swedish Twin Registry,4,26,General Research,Adult Depressive Disorder Major,0.8785
swedish_twin,Swedish Twin Registry,5,34,Neurological Disorders,Dementia,1.4864
swedish_twin,Swedish Twin Registry,5,34,Neurological Disorders,Female Dementia,1.3826
swedish_twin,Swedish Twin Registry,5,34,Neurological Disorders,Aged 80 And Over Aged,0.9424
swedish_twin,Swedish Twin Registry,5,34,Neurological Disorders,Dementia Risk Factors,0.9413
swedish_twin,Swedish Twin Registry,5,34,Neurological Disorders,Aged 80 And Over,0.8487
swedish_twin,Swedish Twin Registry,6,19,Metabolic & Diabetes,Obesity,1.4253
swedish_twin,Swedish Twin Registry,6,19,Metabolic & Diabetes,Humans Obesity,1.3877
swedish_twin,Swedish Twin Registry,6,19,Metabolic & Diabetes,Body Mass Index,1.1743
swedish_twin,Swedish Twin Registry,6,19,Metabolic & Diabetes,Aged Aging,1.0497
swedish_twin,Swedish Twin Registry,6,19,Metabolic & Diabetes,Aging,1.0408
swedish_twin,Swedish Twin Registry,7,16,General Research,Socioeconomic Factors,1.2359
swedish_twin,Swedish Twin Registry,7,16,General Research,Twins Aged 80 And Over,1.1414
swedish_twin,Swedish Twin Registry,7,16,General Research,Female Socioeconomic Factors,1.053
swedish_twin,Swedish Twin Registry,7,16,General Research,Socioeconomic Factors Sweden,0.9972
swedish_twin,Swedish Twin Registry,7,16,General Research,Twins,0.96
swedish_twin,Swedish Twin Registry,8,23,General Research,Humans Twins Dizygotic,1.9657
swedish_twin,Swedish Twin Registry,8,23,General Research,Twins Monozygotic Sweden,1.8204
swedish_twin,Swedish Twin Registry,8,23,General Research,Twins Dizygotic Male,1.4414
swedish_twin,Swedish Twin Registry,8,23,General Research,Twins Dizygotic,1.2912
swedish_twin,Swedish Twin Registry,8,23,General Research,Twins Monozygotic,1.2252
swedish_twin,Swedish Twin Registry,9,32,Epidemiology & Risk Factors,Female Risk Factors,0.6961
swedish_twin,Swedish Twin Registry,9,32,Epidemiology & Risk Factors,Sex Factors Male,0.6848
swedish_twin,Swedish Twin Registry,9,32,Epidemiology & Risk Factors,Risk Factors Sweden,0.6568
swedish_twin,Swedish Twin Registry,9,32,Epidemiology & Risk Factors,Risk Factors,0.6453
swedish_twin,Swedish Twin Registry,9,32,Epidemiology & Risk Factors,Sex Factors,0.6374
generation_scotland,Generation Scotland,0,11,Neuroimaging,Humans Brain,2.1234
generation_scotland,Generation Scotland,0,11,Neuroimaging,Brain,2.0454
generation_scotland,Generation Scotland,0,11,Neuroimaging,Magnetic Resonance Imaging,1.6942
generation_scotland,Generation Scotland,0,11,Neuroimaging,Cognition,0.8214
generation_scotland,Generation Scotland,0,11,Neuroimaging,Depressive Disorder Major,0.7985
generation_scotland,Generation Scotland,1,22,Genomics & GWAS,Multifactorial Inheritance,1.2098
generation_scotland,Generation Scotland,1,22,Genomics & GWAS,Humans Multifactorial Inheritance,1.1592
generation_scotland,Generation Scotland,1,22,Genomics & GWAS,Depressive Disorder Major,1.0646
generation_scotland,Generation Scotland,1,22,Genomics & GWAS,Polymorphism Single Nucleotide,0.9524
generation_scotland,Generation Scotland,1,22,Genomics & GWAS,Multifactorial Inheritance Polymorphism Single Nucleotide,0.9091
generation_scotland,Generation Scotland,2,6,Epidemiology & Risk Factors,Logistic Models,2.1923
generation_scotland,Generation Scotland,2,6,Epidemiology & Risk Factors,Female Logistic Models,1.8996
generation_scotland,Generation Scotland,2,6,Epidemiology & Risk Factors,Prevalence,1.476
generation_scotland,Generation Scotland,2,6,Epidemiology & Risk Factors,Antidepressive Agents Cohort Studies,1.2664
generation_scotland,Generation Scotland,2,6,Epidemiology & Risk Factors,Antidepressive Agents,1.0961
generation_scotland,Generation Scotland,3,11,Multi-omics & Biomarkers,Epigenomics,1.7935
generation_scotland,Generation Scotland,3,11,Multi-omics & Biomarkers,Humans Epigenomics,1.6942
generation_scotland,Generation Scotland,3,11,Multi-omics & Biomarkers,Dna Methylation,1.2523
generation_scotland,Generation Scotland,3,11,Multi-omics & Biomarkers,Epigenesis Genetic,1.2508
generation_scotland,Generation Scotland,3,11,Multi-omics & Biomarkers,Cpg Islands,1.1363
generation_scotland,Generation Scotland,4,17,Epidemiology & Risk Factors,Scotland Adult,1.4194
generation_scotland,Generation Scotland,4,17,Epidemiology & Risk Factors,Young Adult,1.1491
generation_scotland,Generation Scotland,4,17,Epidemiology & Risk Factors,Adolescent Female,1.0419
generation_scotland,Generation Scotland,4,17,Epidemiology & Risk Factors,Risk Factors Adolescent,1.0419
generation_scotland,Generation Scotland,4,17,Epidemiology & Risk Factors,Adolescent,1.0367
generation_scotland,Generation Scotland,5,24,Multi-omics & Biomarkers,Adult Middle Aged,0.7964
generation_scotland,Generation Scotland,5,24,Multi-omics & Biomarkers,Dna Methylation,0.7015
generation_scotland,Generation Scotland,5,24,Multi-omics & Biomarkers,Humans Male,0.6752
generation_scotland,Generation Scotland,5,24,Multi-omics & Biomarkers,Male Aged 80 And Over,0.6488
generation_scotland,Generation Scotland,5,24,Multi-omics & Biomarkers,Aged,0.618
generation_scotland,Generation Scotland,6,11,Cardiovascular Research,Troponin I,1.8785
generation_scotland,Generation Scotland,6,11,Cardiovascular Research,Troponin T,1.8785
generation_scotland,Generation Scotland,6,11,Cardiovascular Research,Biomarkers,1.6892
generation_scotland,Generation Scotland,6,11,Cardiovascular Research,Cardiovascular Diseases,1.3636
generation_scotland,Generation Scotland,6,11,Cardiovascular Research,Peptide Fragments,1.2769
generation_scotland,Generation Scotland,7,12,Genomics & GWAS,Humans Polymorphism Single Nucleotide,1.6441
generation_scotland,Generation Scotland,7,12,Genomics & GWAS,Polymorphism Single Nucleotide,1.1225
generation_scotland,Generation Scotland,7,12,Genomics & GWAS,Haplotypes,1.0961
generation_scotland,Generation Scotland,7,12,Genomics & GWAS,White People,1.0354
generation_scotland,Generation Scotland,7,12,Genomics & GWAS,Genome Wide Association Study Female,0.9133
generation_scotland,Generation Scotland,8,10,Mental Health & Psychiatry,Mental Health,1.476
generation_scotland,Generation Scotland,8,10,Mental Health & Psychiatry,Child,1.1808
generation_scotland,Generation Scotland,8,10,Mental Health & Psychiatry,Sars Cov 2,1.1398
generation_scotland,Generation Scotland,8,10,Mental Health & Psychiatry,Covid 19,1.0535
generation_scotland,Generation Scotland,8,10,Mental Health & Psychiatry,Adolescent,0.8812
generation_scotland,Generation Scotland,9,6,General Research,Chronic Pain Middle Aged,2.341
generation_scotland,Generation Scotland,9,6,General Research,Adult Chronic Pain,2.341
generation_scotland,Generation Scotland,9,6,General Research,Family,2.0707
generation_scotland,Generation Scotland,9,6,General Research,Chronic Pain,1.968
generation_scotland,Generation Scotland,9,6,General Research,Humans Cross Sectional Studies,1.8996
generation_scotland,Generation Scotland,10,4,Epidemiology & Risk Factors,Longitudinal Studies,2.1138
generation_scotland,Generation Scotland,10,4,Epidemiology & Risk Factors,Information Dissemination,2.1023
generation_scotland,Generation Scotland,10,4,Epidemiology & Risk Factors,Neuralgia Scotland,1.0512
generation_scotland,Generation Scotland,10,4,Epidemiology & Risk Factors,Biomedical Research,1.0512
generation_scotland,Generation Scotland,10,4,Epidemiology & Risk Factors,Genomics,1.0512
lifelines,LifeLines,0,14,General Research,Fatigue Syndrome Chronic,3.5706
lifelines,LifeLines,0,14,General Research,Fibromyalgia,3.2959
lifelines,LifeLines,0,14,General Research,Irritable Bowel Syndrome,2.0538
lifelines,LifeLines,0,14,General Research,Comorbidity,1.9511
lifelines,LifeLines,0,14,General Research,Humans Comorbidity,1.8856
lifelines,LifeLines,1,86,Metabolic & Diabetes,Cross Sectional Studies,0.9059
lifelines,LifeLines,1,86,Metabolic & Diabetes,Cross Sectional Studies Middle Aged,0.8631
lifelines,LifeLines,1,86,Metabolic & Diabetes,Body Mass Index,0.8164
lifelines,LifeLines,1,86,Metabolic & Diabetes,Humans Netherlands,0.8004
lifelines,LifeLines,1,86,Metabolic & Diabetes,Obesity,0.6971
lifelines,LifeLines,2,83,General Research,Male Aged,1.3507
lifelines,LifeLines,2,83,General Research,Aged Middle Aged,1.2039
lifelines,LifeLines,2,83,General Research,Aged 80 And Over,1.1672
lifelines,LifeLines,2,83,General Research,Aged,1.0597
lifelines,LifeLines,2,83,General Research,Aged 80 And Over Humans,0.7889
lifelines,LifeLines,3,42,General Research,Child,2.1382
lifelines,LifeLines,3,42,General Research,Netherlands Child,1.3857
lifelines,LifeLines,3,42,General Research,Child Preschool,1.2991
lifelines,LifeLines,3,42,General Research,Cohort Studies Humans,0.7795
lifelines,LifeLines,3,42,General Research,Adolescent,0.7778
lifelines,LifeLines,4,95,General Research,Young Adult,0.7189
lifelines,LifeLines,4,95,General Research,Male Middle Aged,0.7012
lifelines,LifeLines,4,95,General Research,Young Adult Female,0.6678
lifelines,LifeLines,4,95,General Research,Adult Male,0.6012
lifelines,LifeLines,4,95,General Research,Adolescent,0.5259
lifelines,LifeLines,5,74,Multi-omics & Biomarkers,Animals,0.9419
lifelines,LifeLines,5,74,Multi-omics & Biomarkers,Japan,0.4338
lifelines,LifeLines,5,74,Multi-omics & Biomarkers,Fast Foods,0.4223
lifelines,LifeLines,5,74,Multi-omics & Biomarkers,Disasters,0.4097
lifelines,LifeLines,5,74,Multi-omics & Biomarkers,Gastrointestinal Microbiome,0.3933
lifelines,LifeLines,6,41,Genomics & GWAS,Polymorphism Single Nucleotide,1.899
lifelines,LifeLines,6,41,Genomics & GWAS,Genome Wide Association Study,1.71
lifelines,LifeLines,6,41,Genomics & GWAS,Genetic Predisposition To Disease,1.688
lifelines,LifeLines,6,41,Genomics & GWAS,Polymorphism Single Nucleotide Genetic Predisposition To Disease,1.2192
lifelines,LifeLines,6,41,Genomics & GWAS,Genotype,0.9786
lifelines,LifeLines,7,63,Epidemiology & Risk Factors,Humans Risk Factors,1.3822
lifelines,LifeLines,7,63,Epidemiology & Risk Factors,Risk Factors,1.1861
lifelines,LifeLines,7,63,Epidemiology & Risk Factors,Cardiovascular Diseases,0.8442
lifelines,LifeLines,7,63,Epidemiology & Risk Factors,Prospective Studies,0.5414
lifelines,LifeLines,7,63,Epidemiology & Risk Factors,Environmental Exposure,0.5387
lifelines,LifeLines,8,50,General Research,Surveys And Questionnaires,1.6727
lifelines,LifeLines,8,50,General Research,Surveys And Questionnaires Cohort Studies,1.4996
lifelines,LifeLines,8,50,General Research,Cross Sectional Studies Surveys And Questionnaires,0.6572
lifelines,LifeLines,8,50,General Research,Energy Intake,0.6063
lifelines,LifeLines,8,50,General Research,Quality Of Life,0.6018
lifelines,LifeLines,9,9,General Research,Bioreactors,4.213
lifelines,LifeLines,9,9,General Research,Computer Simulation,1.5395
lifelines,LifeLines,9,9,General Research,Models Biological,1.4881
lifelines,LifeLines,9,9,General Research,Corynebacterium Glutamicum,1.2705
lifelines,LifeLines,9,9,General Research,Oxygen,1.1803
lifelines,LifeLines,10,36,Infectious Diseases,Covid 19,2.7466
lifelines,LifeLines,10,36,Infectious Diseases,Humans Covid 19,2.2822
lifelines,LifeLines,10,36,Infectious Diseases,Pandemics,2.0922
lifelines,LifeLines,10,36,Infectious Diseases,Sars Cov 2,1.6621
lifelines,LifeLines,10,36,Infectious Diseases,Pandemics Humans,1.226
lifelines,LifeLines,11,15,Cancer & Oncology,Tomography X Ray Computed,3.7021
lifelines,LifeLines,11,15,Cancer & Oncology,Male Tomography X Ray Computed,3.3325
lifelines,LifeLines,11,15,Cancer & Oncology,Tomography X Ray Computed Middle Aged,2.5278
lifelines,LifeLines,11,15,Cancer & Oncology,Lung Neoplasms,2.2469
lifelines,LifeLines,11,15,Cancer & Oncology,Female Lung,2.021
constances,CONSTANCES,0,24,Nutrition & Diet,Cohort Studies Male,0.9027
constances,CONSTANCES,0,24,Nutrition & Diet,Alcohol Drinking,0.8279
constances,CONSTANCES,0,24,Nutrition & Diet,Substance Related Disorders,0.76
constances,CONSTANCES,0,24,Nutrition & Diet,Unemployment,0.6546
constances,CONSTANCES,0,24,Nutrition & Diet,Humans Female,0.6259
constances,CONSTANCES,1,25,Cardiovascular Research,Humans Cardiovascular Diseases,1.2199
constances,CONSTANCES,1,25,Cardiovascular Research,Cardiovascular Diseases,1.1847
constances,CONSTANCES,1,25,Cardiovascular Research,Risk Factors Humans,1.0894
constances,CONSTANCES,1,25,Cardiovascular Research,Risk Factors,1.0813
constances,CONSTANCES,1,25,Cardiovascular Research,Retrospective Studies,0.7092
constances,CONSTANCES,2,25,Mental Health & Psychiatry,Depression Male,0.9793
constances,CONSTANCES,2,25,Mental Health & Psychiatry,Depression,0.8797
constances,CONSTANCES,2,25,Mental Health & Psychiatry,Aged Cross Sectional Studies,0.8453
constances,CONSTANCES,2,25,Mental Health & Psychiatry,Middle Aged Humans,0.8309
constances,CONSTANCES,2,25,Mental Health & Psychiatry,Cross Sectional Studies,0.708
constances,CONSTANCES,3,11,Respiratory Diseases,Asthma,2.6184
constances,CONSTANCES,3,11,Respiratory Diseases,Male Asthma,1.6582
constances,CONSTANCES,3,11,Respiratory Diseases,Asthma Middle Aged,1.2042
constances,CONSTANCES,3,11,Respiratory Diseases,Asthma Humans,1.1342
constances,CONSTANCES,3,11,Respiratory Diseases,Occupational Exposure Adult,0.8299
constances,CONSTANCES,4,11,General Research,Data Collection,1.1342
constances,CONSTANCES,4,11,General Research,Residence Characteristics Middle Aged,1.1342
constances,CONSTANCES,4,11,General Research,Cohort Studies Databases Factual,1.1342
constances,CONSTANCES,4,11,General Research,Residence Characteristics,1.1342
constances,CONSTANCES,4,11,General Research,Aged Young Adult,1.0558
constances,CONSTANCES,5,16,Cardiovascular Research,Young Adult Female,1.4016
constances,CONSTANCES,5,16,Cardiovascular Research,Obesity Adult,1.14
constances,CONSTANCES,5,16,Cardiovascular Research,Blood Pressure,1.0397
constances,CONSTANCES,5,16,Cardiovascular Research,Obesity,1.0397
constances,CONSTANCES,5,16,Cardiovascular Research,Life Style,1.0349
constances,CONSTANCES,6,9,Cancer & Oncology,Uterine Cervical Neoplasms,2.3105
constances,CONSTANCES,6,9,Cancer & Oncology,Early Detection Of Cancer,2.2077
constances,CONSTANCES,6,9,Cancer & Oncology,Mass Screening,2.0267
constances,CONSTANCES,6,9,Cancer & Oncology,Patient Acceptance Of Health Care,1.3863
constances,CONSTANCES,6,9,Cancer & Oncology,Vaginal Smears,1.3863
constances,CONSTANCES,7,30,Epidemiology & Risk Factors,Occupational Exposure,1.3329
constances,CONSTANCES,7,30,Epidemiology & Risk Factors,Occupational Diseases,1.077
constances,CONSTANCES,7,30,Epidemiology & Risk Factors,Self Report,0.8318
constances,CONSTANCES,7,30,Epidemiology & Risk Factors,Risk Factors Humans,0.7943
constances,CONSTANCES,7,30,Epidemiology & Risk Factors,Surveys And Questionnaires,0.7167
constances,CONSTANCES,8,21,Cardiovascular Research,Hypertension Humans,1.3115
