PMID,Year,Cluster
38413054,2024,6
38413053,2024,6
38412862,2024,5
38408535,2024,4
38351008,2024,1
38342791,2024,1
38310289,2024,5
38294727,2024,5
38287639,2024,2
38284444,2024,5
38280212,2024,1
38247431,2024,5
38244703,2024,5
38232728,2024,0
38226488,2024,5
38206971,2024,5
38203325,2023,1
38198857,2024,3
38181729,2024,3
38169573,2024,1
38166330,2024,5
38164737,2023,5
38160310,2024,0
38160295,2024,5
38142698,2024,5
38131187,2024,5
38129138,2023,5
38103512,2024,5
38096184,2023,5
38058101,2024,6
38057851,2023,3
38053113,2023,5
38042409,2024,5
38041473,2024,0
38008859,2024,5
38007532,2023,5
38003606,2023,0
37985748,2023,5
37982786,2024,5
37975919,2023,5
37956677,2024,5
37956218,2023,5
37936310,2024,3
37930845,2024,5
37922884,2023,5
37923787,2023,6
37875656,2023,5
37870428,2023,0
37864545,2023,0
37864076,2023,0
37851064,2023,5
37846582,2023,5
37824616,2023,1
37824325,2024,4
37802043,2023,0
37762472,2023,5
37757824,2023,3
37747233,2023,5
37734273,2023,4
37726786,2023,5
37723446,2023,4
37712257,2023,5
37704332,2023,4
37698486,2023,1
37696257,2024,1
37676979,2024,3
37661606,2023,5
37661541,2023,5
37648772,2023,5
37642678,2023,3
37633278,2023,0
37628728,2023,5
37598461,2023,0
37592253,2023,3
37591576,2023,3
37586323,2023,5
37562936,2023,5
37560908,2024,5
37558590,2023,5
37556544,2023,0
37540187,2024,1
37532724,2023,0
37528233,2023,1
37527282,2023,5
37526455,2024,3
37524845,2023,0
37523034,2024,3
37495379,2024,6
37494474,2023,5
37493001,2023,5
37482714,2023,6
37474378,2023,4
37468695,2024,3
37468507,2023,3
37451831,2023,0
37440761,2023,6
37439560,2023,6
37407287,2024,5
37407123,2023,5
37401034,2023,5
37392249,2023,5
37391117,2024,0
37388215,2023,5
37358671,2023,5
37353738,2023,5
37347632,2023,4
37344456,2023,5
37330975,2023,5
37317844,2023,3
37308034,2023,0
37295953,2023,0
37290692,2023,5
37286164,2023,1
37276941,2023,5
37258574,2023,0
37248629,2023,3
37245207,2023,3
37224538,2023,0
37222158,2023,5
37221903,2023,5
37216007,2023,5
37210288,2023,0
37196047,2023,4
37195430,2023,5
37192479,2023,3
37191848,2023,5
37185864,2023,3
37178682,2023,5
37175783,2023,5
37173785,2023,5
37169872,2023,0
37167473,2023,5
37165955,2023,5
37162098,2023,5
37161899,2023,3
37161388,2023,5
37148882,2023,5
37148359,2023,0
37125963,2023,0
37121386,2023,3
37108628,2023,5
37106081,2023,3
37103675,2023,5
37093689,2023,3
37088979,2023,5
37083255,2023,5
37082733,2023,6
37074710,2023,0
37074466,2024,6
37060500,2023,5
37046084,2023,1
37020259,2023,5
37001527,2023,5
36986083,2023,0
36967798,2023,6
36949445,2023,5
36942332,2023,6
36914876,2023,0
36912851,2023,6
36869348,2023,1
36866666,2023,3
36827971,2023,5
36813729,2023,6
36812214,2023,4
36805183,2023,5
36804018,2023,6
36799223,2023,5
36791386,2023,4
36767733,2023,3
36766730,2023,5
36746430,2023,5
36725963,2023,3
36717223,2023,5
36710158,2023,3
36708466,2023,6
36707629,2023,5
36705672,2023,4
36701426,2023,5
36691026,2023,5
36669898,2023,5
36658342,2023,5
36639962,2023,0
36630659,2023,5
36615681,2022,3
36604021,2022,3
38725546,2023,0
36587202,2022,3
36587059,2022,5
36564505,2023,0
36549983,2023,6
36548217,2023,4
36540982,2023,5
36540961,2023,5
36533819,2022,3
36531205,2022,5
36517795,2022,1
36507867,2023,3
36469646,2022,5
36459839,2023,5
36450421,2022,3
36448893,2022,5
36434202,2023,4
36424430,2022,1
36423362,2022,5
36385057,2022,5
36383477,2023,5
36377121,2023,3
36367703,2023,3
36350676,2023,5
36350309,2023,5
36350094,2023,5
36347937,2023,5
36336714,2023,0
36333282,2022,0
36331122,2022,5
36328784,2022,0
36322631,2022,5
36320076,2022,5
36304458,2022,1
36303815,2022,0
36293613,2022,3
36284018,2023,5
36280553,2022,3
36275718,2022,5
36261664,2023,6
36244249,2022,5
36233137,2022,4
36221101,2022,0
36209412,2022,3
36180795,2022,0
36165267,2022,5
36134814,2022,3
36133309,2022,0
36131283,2022,3
36124564,2022,5
36123164,2022,5
36121667,2023,5
36120913,2022,1
36112046,2022,5
36071081,2022,4
36069989,2022,5
36069651,2023,5
36066633,2022,5
36053807,2023,5
36050689,2022,3
36047410,2022,1
36036209,2022,5
36008164,2022,5
36007526,2022,5
36000784,2022,0
35996834,2022,5
35980659,2022,5
35975661,2022,5
35974050,2022,5
35944243,2022,5
35926729,2022,0
35917817,2022,5
35915156,2022,0
35905320,2022,0
35880692,2023,5
35862132,2022,0
35861959,2022,0
35809166,2022,1
35802789,2022,5
35801971,2022,3
35771719,2022,5
35765262,2022,3
35759418,2023,3
35758599,2023,0
35753014,2022,4
35748775,2022,0
35730328,2022,0
35729236,2022,0
35729114,2022,0
35726641,2023,5
35723569,2022,5
35715442,2022,5
35708486,2022,0
35697558,2022,5
35677768,2022,4
35660521,2022,4
35657379,2022,3
35654930,2022,6
35652341,2022,0
35639372,2022,5
35597771,2022,3
35595351,2022,3
35592775,2022,5
35585550,2022,0
35579976,2022,5
35543261,2022,5
35538576,2022,1
35533991,2022,4
35532277,2022,3
35531912,2022,3
35511090,2022,4
35504290,2022,0
35490048,2022,3
35489349,2022,3
35476181,2022,4
35474271,2022,0
35460147,2022,6
35456983,2022,5
35437716,2022,5
35436886,2022,5
35405176,2022,5
35398282,2022,5
35393327,2022,6
35389749,2022,0
35358470,2022,2
35347136,2022,5
35334789,2022,3
35321655,2022,4
35296941,2022,5
35287713,2022,5
35243827,2022,3
35239414,2022,5
35202954,2022,5
35193147,2022,3
35184245,2022,5
35183128,2022,0
35180770,2022,5
35169862,2022,3
35166117,2022,5
35151869,2022,4
35138936,2023,3
35136970,2022,0
35121771,2022,0
35112726,2022,4
35084436,2022,6
35081954,2022,3
35079008,2022,6
35074039,2023,1
35060944,2022,3
35046466,2022,0
35043955,2022,0
35043149,2022,6
35042965,2022,0
34999159,2022,3
34996943,2022,6
34990597,2022,5
34983606,2022,0
34968747,2022,5
34958182,2022,0
34957589,2022,4
34942189,2022,1
34936236,2022,3
34921685,2022,0
34915552,2022,4
34903205,2021,6
34895800,2022,3
34889741,2021,5
34875133,2022,5
34864974,2022,6
34863185,2021,3
34841798,2021,5
34836419,2021,0
34828364,2021,6
34807733,2022,3
34807351,2021,3
34800097,2021,3
34792166,2022,5
34787504,2022,4
34782125,2022,4
34781982,2021,1
34774023,2021,1
34755460,2022,3
34743536,2022,6
34739650,2022,3
34734865,2021,4
34727735,2022,0
34725413,2021,6
34720558,2021,5
34656649,2022,0
34639060,2021,3
34624218,2021,5
34623463,2021,5
34620113,2021,6
34613391,2022,0
34611289,2021,0
34594039,2021,0
34591230,2022,1
34496037,2021,0
34491194,2021,3
34481301,2021,5
34472680,2021,5
34461747,2021,0
34453097,2021,6
34436563,2022,5
34432159,2021,5
34407845,2021,0
34405869,2022,5
34384706,2021,3
34375979,2021,6
34369330,2021,4
34363748,2021,0
34349265,2021,0
34341517,2021,0
34319147,2021,0
34310318,2022,5
34282949,2021,6
34255145,2021,3
34244158,2021,0
34237696,2021,6
34234142,2021,0
34214102,2021,6
34167363,2021,5
34158555,2021,6
34146516,2021,5
34121043,2021,5
34108472,2021,5
34104963,2021,0
34098253,2021,5
34097438,2021,4
34086863,2021,4
34061827,2021,4
34043590,2021,2
34042498,2021,3
34036222,2021,6
34026292,2021,0
34011181,2022,3
34006291,2021,6
33977795,2021,0
33977515,2021,5
33945532,2021,0
33941418,2021,3
33930535,2021,4
33922356,2021,5
33915266,2021,5
33912135,2021,6
33910179,2021,5
33903204,2021,6
33900297,2021,1
33881185,2021,5
33865192,2021,5
33862229,2021,5
33858628,2021,5
33834943,2021,0
33833052,2021,5
33825546,2021,6
33815372,2021,5
33789087,2021,5
33780631,2021,5
33761998,2021,5
33758299,2021,0
33746080,2021,4
33743587,2021,0
33738800,2021,4
33734908,2021,4
33730676,2021,5
33709606,2021,4
33664852,2021,1
33654003,2021,6
33626231,2021,5
33622282,2021,6
33608049,2021,0
33588864,2021,5
33514849,2021,5
33500318,2021,6
33495599,2021,0
33495411,2021,5
33471991,2021,6
33453940,2021,5
33441956,2021,4
33438720,2021,5
33407390,2021,4
33404959,2021,5
33404595,2021,4
33399091,2021,5
33391536,2021,1
33382884,2020,0
33378816,2020,3
33378815,2020,5
33367815,2021,4
33356370,2021,3
33342546,2021,5
33326012,2021,6
33323109,2020,5
33318029,2021,5
33305621,2021,5
33303364,2021,3
33300206,2021,1
33281748,2020,5
33270363,2021,5
33248170,2021,6
33223522,2021,5
33201886,2020,6
33191771,2020,2
33164987,2020,5
33161765,2021,6
33147079,2021,3
33136329,2020,4
33120413,2021,6
33057025,2020,6
33051675,2021,0
33022221,2020,6
32998163,2020,5
32989268,2021,5
32977829,2020,5
32975747,2022,3
32972995,2020,2
32940694,2020,4
32919613,2021,0
32891412,2020,4
32873858,2020,3
32872562,2020,5
32839606,2020,0
32823310,2020,4
32818884,2020,0
32804081,2020,6
32799859,2020,3
32792077,2020,6
32791559,2021,6
32786695,2020,5
32762757,2020,3
32740585,2020,0
32722720,2020,6
32690785,2020,6
32668248,2020,1
32664800,2021,3
32659188,2020,3
32627186,2020,6
32600054,2020,6
32599144,2021,4
32589113,2020,5
32580250,2020,6
32576276,2020,4
32573957,2020,2
32570380,2020,4
32487090,2020,6
32466202,2020,1
32439869,2020,4
32436848,2020,4
32414333,2020,3
32409920,2020,0
32387393,2020,4
32347813,2020,5
32342790,2020,5
32308890,2019,6
32302503,2020,5
32281896,2020,3
32268104,2020,0
32249310,2021,5
32243820,2020,6
32242500,2020,5
32233116,2020,5
32209439,2020,5
32183044,2020,6
32161258,2020,2
32139696,2020,0
32117849,2020,6
32107740,2020,3
32077359,2020,3
32069099,2020,3
32067679,2020,5
32019175,2020,1
31998841,2020,0
31993883,2020,3
31982341,2020,3
31967514,2020,5
31957497,2020,3
31953839,2020,6
31917831,2020,0
31915397,2020,1
31910637,2020,3
31896493,2020,3
31884074,2020,6
31836692,2020,6
31833810,2019,3
31761295,2019,0
31757316,2020,5
31755111,2020,6
31733329,2020,4
31730456,2019,4
31721233,2020,5
31717887,2019,1
31709888,2019,3
31704910,2019,0
31668154,2019,5
31629678,2019,0
31628202,2019,5
31622800,2019,4
31618057,2019,6
31591640,2020,4
31526184,2019,3
31523844,2019,6
31507233,2019,5
31499184,2019,2
31488892,2020,5
31445983,2019,4
31443742,2019,0
31412684,2019,1
31412182,2019,4
31403818,2019,6
31365089,2019,4
31358974,2019,6
31349307,2019,4
31320226,2019,6
31310611,2019,6
31292438,2019,4
31273297,2019,5
31255713,2019,4
31211591,2019,3
31192360,2019,4
31188626,2019,3
31167570,2020,6
31157546,2019,5
31147498,2019,5
31088785,2019,3
31043804,2019,5
30987684,2019,6
30982598,2019,5
30971620,2019,5
30964529,2019,6
30961585,2019,4
30912487,2019,5
30901549,2019,4
30888199,2019,6
30870468,2019,6
30869070,2019,5
30864344,2019,5
30852947,2019,3
30849219,2019,0
30849111,2019,2
30820047,2019,0
30804560,2019,0
30790462,2019,5
30787188,2019,1
30729329,2019,4
30715914,2019,3
30657865,2019,6
30649749,2019,4
30649180,2019,0
30638412,2019,3
30567407,2018,5
30554720,2019,6
30539433,2019,3
30535219,2018,6
30522109,2018,6
30499696,2019,3
30461293,2018,3
30451660,2018,3
30446805,2019,2
30379576,2018,5
30373609,2018,5
30365879,2018,3
30357519,2019,5
30352255,2019,5
30344100,2018,3
30327539,2019,4
30325860,2018,3
30279042,2019,4
30259852,2018,5
30242819,2018,4
30239069,2019,3
30193110,2018,1
30138699,2018,4
30095038,2019,3
30041679,2018,6
30005861,2018,5
30003718,2018,3
29997387,2019,4
29994534,2018,4
29961570,2018,2
29932027,2019,5
29921725,2018,3
29887604,2019,3
29866965,2018,4
29854204,2017,4
29844141,2018,4
29785727,2018,6
29777097,2018,0
29773272,2017,5
29749857,2017,6
29749829,2017,4
29748319,2018,0
29744858,2018,6
29714111,2018,5
29669736,2018,4
29660122,2018,4
29650812,2018,5
29625057,2018,6
29621457,2018,3
29572315,2018,4
29567970,2018,6
29544064,2018,2
29523474,2018,2
29515099,2018,0
29506529,2018,5
29478126,2018,3
29472484,2018,1
29444537,2018,4
29382491,2017,3
29324546,2018,6
29310484,2018,3
29295117,2017,4
29295095,2017,4
29288185,2017,6
29285753,2018,3
29243869,2017,3
29226748,2017,5
29189158,2018,5
29155848,2017,6
29138271,2018,5
29126253,2018,4
29098391,2017,6
29087954,2018,5
29084368,2018,4
29071490,2018,5
29058716,2017,0
29054261,2017,4
28956107,2017,1
28921609,2018,1
28880588,2017,5
28873014,2017,3
28774809,2018,5
28759005,2017,6
28753135,2017,3
28749051,2017,3
28742850,2017,3
28696386,2017,3
28683736,2017,3
28646744,2017,3
28588112,2017,6
28587608,2017,5
28575264,2017,6
28532511,2017,4
28511612,2017,6
28481734,2017,5
28464877,2017,3
28444384,2017,6
28441039,2017,5
28436686,2017,5
28407039,2017,6
28390138,2017,4
28331002,2017,1
28245528,2017,4
28207198,2017,4
28193464,2017,4
28190657,2017,6
28189464,2017,6
28162890,2017,3
28144679,2017,4
30762986,2017,3
30762985,2017,3
30762983,2017,3
28135244,2017,0
29604930,2017,5
28008009,2016,4
27927582,2017,6
27898226,2017,3
27897013,2017,5
27895806,2016,3
27868404,2016,3
27864204,2016,4
27837553,2016,1
27830253,2016,4
27809825,2016,3
27807747,2016,4
27757061,2016,5
27028135,2016,3
27740470,2017,4
27677055,2016,3
27639785,2017,6
27637899,2016,6
27635627,2016,5
27633436,2016,6
27618161,2017,5
27553354,2016,1
27513194,2017,0
27506131,2016,4
27491558,2017,5
27477211,2016,4
27455200,2016,3
27405974,2016,3
27376364,2016,6
27343475,2016,5
27338147,2016,5
27296278,2016,3
27277077,2016,6
27256149,2016,3
27237867,2016,3
27220542,2016,3
27199197,2016,4
27147087,2016,0
27026620,2016,4
27018265,2016,4
27008846,2016,4
27001608,2016,2
26928707,2016,5
26926009,2016,5
26729395,2016,6
26712742,2015,3
26695702,2016,5
26691960,2016,5
26667791,2016,4
26543078,2015,3
26531748,2015,6
26441289,2016,4
26420613,2015,3
26418054,2016,4
26247077,2015,5
26246123,2015,3
26122843,2015,6
25957691,2015,3
25636205,2016,6
25496148,2014,3
25474562,2014,3
25417090,2015,6
25339628,2015,4
25128302,2015,4
25054830,2014,3
25047061,2014,6
25034370,2014,3
25011568,2014,6
24988898,2014,4
24931434,2014,4
24886498,2014,5
24634402,2014,5
24588254,2014,3
24561283,2014,5
24486552,2014,3
24338557,2014,4
24314209,2013,5
24302286,2014,4
24297547,2014,3
24285244,2014,3
24110802,2013,3
23920979,2013,4
23799370,2013,3
23743930,2013,5
23601919,2013,5
23023017,2012,3
24845041,2012,3
23012585,2012,4
22942049,2012,4
22909201,2012,5
22413975,2012,5
22395637,2012,4
21946299,2012,4
21855413,2011,3
21796190,2011,3
21761137,2011,3
21672908,2011,4
21309042,2011,4
21276236,2011,6
21225260,2011,5
21133710,2010,5
21076300,2011,3
21044357,2010,4
20975737,2011,5
20841901,2010,3
20395653,2011,3
20169020,2009,4
20014921,2010,5
19839276,2009,3
19745466,2009,5
39401125,2024,5
39316661,2024,5
39299261,2024,2
39207317,2024,5
39186549,2024,5
39153991,2024,4
39106671,2024,3
38777085,2024,4
38749529,2024,4
38724966,2024,4
38718139,2024,5
38593431,2024,5
38565189,2024,4
38484039,2024,5
38346330,2024,3
38287642,2024,4
38273668,2024,5
38269784,2024,5
38087737,2024,6
38033089,2024,5
37922288,2023,5
37847314,2024,5
37775189,2023,5
37661042,2024,5
37573388,2023,4
37499042,2023,5
37471501,2023,5
37264547,2023,5
36932900,2023,5
36849080,2023,5
36799548,2023,5
36721327,2023,5
36611835,2022,5
36536554,2022,5
36473495,2023,4
36462555,2023,5
36335084,2023,5
36322642,2022,5
36241194,2022,5
36214196,2022,1
36182561,2023,6
36089199,2022,4
36055903,2022,5
36041014,2022,5
35896020,2022,4
35753858,2022,5
35737748,2022,5
35652780,2022,5
35563034,2022,5
35339479,2022,5
35289369,2022,5
35091055,2022,5
34954987,2021,5
34882436,2022,5
34781009,2021,4
34648005,2021,5
34629446,2021,4
34457156,2021,4
34380169,2021,5
34351420,2023,5
34322474,2021,4
34095711,2021,5
34030478,2021,3
33755495,2021,5
33731095,2021,5
33250265,2021,5
33196130,2021,5
32888641,2020,4
32702147,2021,5
32650817,2020,4
32622542,2020,5
32528663,2020,5
32593585,2020,5
32568554,2020,5
32521049,2020,5
32308883,2019,5
32266833,2020,4
32217040,2020,5
32202924,2020,5
31438250,2019,5
31437890,2019,4
31284032,2019,2
31263868,2020,5
31248777,2019,5
31248701,2019,5
31233331,2019,5
30942701,2019,5
30854563,2019,5
30741184,2019,5
30144092,2018,5
30081484,2018,5
29898468,2018,4
29733723,2018,4
29726419,2018,4
29677957,2018,5
29410157,2018,5
29389426,2018,4
29367497,2018,5
29247106,2017,5
28799444,2018,5
28716477,2017,4
28710153,2017,4
28487263,2017,5
28339791,2017,5
28277820,2017,2
28050715,2017,5
27781485,2017,5
27662307,2017,5
27350063,2016,2
26949508,2016,5
26911810,2016,4
26808538,2016,3
26406139,2015,5
26204990,2015,5
26198304,2015,4
26178303,2015,4
26088508,2015,5
25553722,2015,5
25547519,2015,5
25453276,2015,4
25426730,2015,4
25342180,2015,5
25322620,2014,5
24821742,2014,4
24785371,2014,3
24291049,2014,3
24246166,2014,5
24243855,2014,5
24008998,2013,4
23936257,2013,4
23690362,2013,4
23680811,2013,5
23656448,2013,5
23552368,2013,5
23500238,2013,5
23449762,2013,5
23369353,2013,5
23357718,2013,5
23646088,2012,6
22153885,2012,5
22144570,2012,5
21652161,2011,5
21646493,2011,4
21640415,2011,1
20663165,2010,5
21393989,2010,6
19931192,2009,5
19838639,2009,1
19151882,2009,5
19118731,2009,5
19064685,2009,5
18535934,2008,5
18239225,2005,5
17600107,2007,5
17539399,2007,5
17504574,2006,5
17306718,2007,5
17296854,2007,5
17254421,2006,6
17161282,2006,5
17130345,2006,5
17064955,2007,5
16903664,2006,5
16671403,2006,5
16515405,2006,5
16162914,2005,5
15561785,2005,5
15261958,2004,5
15226233,2004,5
15061555,2003,5
12715414,2003,5
11738323,2001,5
