Biobank,Cluster_ID,Number_of_Publications,Total_Unique_MeSH_Terms,Top_5_Semantic_Terms_cDF_IPF,Cluster_Description,Primary_Research_Theme,c_DF_IPF_Score_Range,Term_1_MeSH,Term_1_Semantic_Descriptor,Term_1_cDF_IPF_Score,Term_1_DF_Score,Term_1_IPF_Score,Term_2_MeSH,Term_2_Semantic_Descriptor,Term_2_cDF_IPF_Score,Term_2_DF_Score,Term_2_IPF_Score,Term_3_MeSH,Term_3_Semantic_Descriptor,Term_3_cDF_IPF_Score,Term_3_DF_Score,Term_3_IPF_Score,Term_4_MeSH,Term_4_Semantic_Descriptor,Term_4_cDF_IPF_Score,Term_4_DF_Score,Term_4_IPF_Score,Term_5_MeSH,Term_5_Semantic_Descriptor,Term_5_cDF_IPF_Score,Term_5_DF_Score,Term_5_IPF_Score
Million Veteran Program,C1,82,296,genetic_predisposition_to_disease genomewide_association_study (Genetic Predisposition To Disease Genomewide Association Study): 0.7583 | phenotype (Phenotype): 0.7400 | genomewide_association_study humans (Genomewide Association Study Humans): 0.6416 | genetic_predisposition_to_disease (Genetic Predisposition To Disease): 0.6342 | polymorphism_single_nucleotide (Polymorphism Single Nucleotide): 0.6230,"Research spanning Genetic Predisposition To Disease Genomewide Association Study, Phenotype, and Genomewide Association Study Humans",Genomics,0.7583 - 0.6230,genetic_predisposition_to_disease genomewide_association_study,Genetic Predisposition To Disease Genomewide Association Study,0.7582587791712279,0.4268292682926829,1.7764919969154482,phenotype,Phenotype,0.7399847803915671,0.36585365853658536,2.022625066403617,genomewide_association_study humans,Genomewide Association Study Humans,0.6415563966464549,0.4024390243902439,1.5941704401517969,genetic_predisposition_to_disease,Genetic Predisposition To Disease,0.6341530632857046,0.5853658536585366,1.0833448164464121,polymorphism_single_nucleotide,Polymorphism Single Nucleotide,0.6229580777112874,0.6097560975609756,1.0216512474465114
Million Veteran Program,C2,53,268,female humans (Female Humans): 0.9441 | humans male (Humans Male): 0.7379 | male middle_aged (Male Middle Aged): 0.6640 | male (Male): 0.6022 | female (Female): 0.5987,"Research spanning Female Humans, Humans Male, and Male Middle Aged",Female Humans,0.9441 - 0.5987,female humans,Female Humans,0.9440600718305515,0.39622641509433965,2.382627800334249,humans male,Humans Male,0.7378856023615906,0.4716981132075472,1.5643174770065722,male middle_aged,Male Middle Aged,0.6640246819097834,0.33962264150943394,1.955183785623251,male,Male,0.6022202977272115,0.7924528301886793,0.7599446614176716,female,Female,0.5987260583295206,0.7169811320754716,0.8350652918806473
Million Veteran Program,C4,37,227,covid19 (Covid19): 0.7321 | male female (Male Female): 0.7038 | risk_factors (Risk Factors): 0.6822 | female (Female): 0.6545 | middle_aged (Middle Aged): 0.6536,"Research spanning Covid19, Male Female, and Risk Factors",Epidemiological,0.7321 - 0.6536,covid19,Covid19,0.7320929532156273,0.21621621621621623,3.385929908622276,male female,Male Female,0.7038129949973556,0.24324324324324326,2.893453423878017,risk_factors,Risk Factors,0.6821819487416225,0.5405405405405406,1.2620366051720016,female,Female,0.6545106341767235,0.7837837837837838,0.8350652918806473,middle_aged,Middle Aged,0.6535752452558172,0.5405405405405406,1.2091142037232618
Million Veteran Program,C0,31,228,united_states_department_of_veterans_affairs (United States Department Of Veterans Affairs): 1.1907 | united_states united_states_department_of_veterans_affairs (United States United States Department Of Veterans Affairs): 1.1706 | genotype (Genotype): 1.0991 | united_states (United States): 0.9323 | aged (Aged): 0.8956,"Research spanning United States Department Of Veterans Affairs, United States United States Department Of Veterans Affairs, and Genotype",Genomics,1.1907 - 0.8956,united_states_department_of_veterans_affairs,United States Department Of Veterans Affairs,1.1907103430413146,0.41935483870967744,2.839386202636981,united_states united_states_department_of_veterans_affairs,United States United States Department Of Veterans Affairs,1.170583995122337,0.3548387096774194,3.298918531708404,genotype,Genotype,1.0991172397304443,0.3870967741935484,2.839386202636981,united_states,United States,0.9323148644452891,0.6129032258064516,1.521145305147577,aged,Aged,0.8956388810898076,0.7096774193548387,1.2620366051720016
Million Veteran Program,C6,31,166,white_people (White People): 1.3036 | stress_disorders_posttraumatic (Stress Disorders Posttraumatic): 1.0927 | veterans white_people (Veterans White People): 1.0107 | multifactorial_inheritance (Multifactorial Inheritance): 0.8575 | stress_disorders_posttraumatic united_states (Stress Disorders Posttraumatic United States): 0.7727,"Research spanning White People, Stress Disorders Posttraumatic, and Veterans White People",White People,1.3036 - 0.7727,white_people,White People,1.303601880734782,0.5161290322580645,2.52572864392364,stress_disorders_posttraumatic,Stress Disorders Posttraumatic,1.0927428248498914,0.41935483870967744,2.6057713515651253,veterans white_people,Veterans White People,1.0106826062910073,0.2903225806451613,3.4812400883356918,multifactorial_inheritance,Multifactorial Inheritance,0.8574781571607354,0.3548387096774194,2.416529351998436,stress_disorders_posttraumatic united_states,Stress Disorders Posttraumatic United States,0.7726578796325837,0.1935483870967742,3.992065711435016
Million Veteran Program,C3,28,147,mendelian_randomization_analysis (Mendelian Randomization Analysis): 2.0462 | mendelian_randomization_analysis polymorphism_single_nucleotide (Mendelian Randomization Analysis Polymorphism Single Nucleotide): 1.2433 | humans mendelian_randomization_analysis (Humans Mendelian Randomization Analysis): 1.0584 | triglycerides (Triglycerides): 0.8554 | cholesterol_hdl (Cholesterol Hdl): 0.8224,"Research spanning Mendelian Randomization Analysis, Mendelian Randomization Analysis Polymorphism Single Nucleotide, and Humans Mendelian Randomization Analysis",Genomics,2.0462 - 0.8224,mendelian_randomization_analysis,Mendelian Randomization Analysis,2.046155563808274,1.0,2.046155563808274,mendelian_randomization_analysis polymorphism_single_nucleotide,Mendelian Randomization Analysis Polymorphism Single Nucleotide,1.2433000315484615,0.35714285714285715,3.4812400883356918,humans mendelian_randomization_analysis,Humans Mendelian Randomization Analysis,1.058395325542829,0.2857142857142857,3.7043836393999015,triglycerides,Triglycerides,0.8554426524503606,0.21428571428571427,3.992065711435016,cholesterol_hdl,Cholesterol Hdl,0.8224103639669684,0.21428571428571427,3.837915031845853
Million Veteran Program,C7,21,97,humans veterans (Humans Veterans): 2.1970 | aortic_aneurysm_abdominal (Aortic Aneurysm Abdominal): 1.1406 | veterans (Veterans): 0.7530 | brain_injuries_traumatic (Brain Injuries Traumatic): 0.7025 | crosssectional_studies (Crosssectional Studies): 0.5859,"Research spanning Humans Veterans, Aortic Aneurysm Abdominal, and Veterans",Humans Veterans,2.1970 - 0.5859,humans veterans,Humans Veterans,2.1969821289720435,0.7142857142857143,3.075774980560861,aortic_aneurysm_abdominal,Aortic Aneurysm Abdominal,1.1405902032671473,0.2857142857142857,3.992065711435016,veterans,Veterans,0.7530432032719148,0.8571428571428571,0.8785504038172339,brain_injuries_traumatic,Brain Injuries Traumatic,0.7025266280203061,0.23809523809523808,2.950611837685286,crosssectional_studies,Crosssectional Studies,0.5858619010592115,0.19047619047619047,3.075774980560861
Million Veteran Program,C8,21,161,incidence (Incidence): 1.6123 | prospective_studies (Prospective Studies): 1.4349 | humans incidence (Humans Incidence): 1.4112 | incidence male (Incidence Male): 1.2793 | risk_assessment (Risk Assessment): 1.1240,"Research spanning Incidence, Prospective Studies, and Humans Incidence",Epidemiological,1.6123 - 1.1240,incidence,Incidence,1.612347575534417,0.47619047619047616,3.385929908622276,prospective_studies,Prospective Studies,1.4348728659729222,0.5238095238095238,2.739302744130124,humans incidence,Humans Incidence,1.4111937673904387,0.38095238095238093,3.7043836393999015,incidence male,Incidence Male,1.2793050106152841,0.3333333333333333,3.837915031845853,risk_assessment,Risk Assessment,1.1240426048324899,0.38095238095238093,2.950611837685286
Million Veteran Program,C9,12,42,depressive_disorder_major (Depressive Disorder Major): 2.4696 | suicide_attempted (Suicide Attempted): 1.9751 | suicidal_ideation (Suicidal Ideation): 1.3307 | depressive_disorder_major genomewide_association_study (Depressive Disorder Major Genomewide Association Study): 1.1713 | humans interleukin6 (Humans Interleukin6): 0.8484,"Research spanning Depressive Disorder Major, Suicide Attempted, and Suicidal Ideation",Depressive Disorder Major,2.4696 - 0.8484,depressive_disorder_major,Depressive Disorder Major,2.4695890929332673,0.6666666666666666,3.7043836393999015,suicide_attempted,Suicide Attempted,1.975125780029661,0.5833333333333334,3.385929908622276,suicidal_ideation,Suicidal Ideation,1.3306885704783387,0.3333333333333333,3.992065711435016,depressive_disorder_major genomewide_association_study,Depressive Disorder Major Genomewide Association Study,1.1713032225820736,0.25,4.685212890328295,humans interleukin6,Humans Interleukin6,0.8484463327949654,0.16666666666666666,5.090677996769792
Million Veteran Program,C5,9,60,genomics (Genomics): 3.0097 | genomics humans (Genomics Humans): 2.7896 | genomewide_association_study genomics (Genomewide Association Study Genomics): 2.3191 | epigenesis_genetic (Epigenesis Genetic): 1.5617 | casecontrol_studies cell_cycle_proteins (Casecontrol Studies Cell Cycle Proteins): 1.1313,"Research spanning Genomics, Genomics Humans, and Genomewide Association Study Genomics",Genomics,3.0097 - 1.1313,genomics,Genomics,3.009715474330912,0.8888888888888888,3.385929908622276,genomics humans,Genomics Humans,2.789578247464094,0.7777777777777778,3.586600603882407,genomewide_association_study genomics,Genomewide Association Study Genomics,2.3191040377197982,0.5555555555555556,4.174387267895637,epigenesis_genetic,Epigenesis Genetic,1.5617376301094315,0.3333333333333333,4.685212890328295,casecontrol_studies cell_cycle_proteins,Casecontrol Studies Cell Cycle Proteins,1.1312617770599538,0.2222222222222222,5.090677996769792
UK Biobank,C1,1872,883,biological_specimen_banks (Biological Specimen Banks): 0.5157 | united_kingdom (United Kingdom): 0.3596 | animals (Animals): 0.2781 | risk_factors (Risk Factors): 0.2227 | crosssectional_studies (Crosssectional Studies): 0.2205,"Research spanning Biological Specimen Banks, United Kingdom, and Animals",Biological Specimen Banks,0.5157 - 0.2205,biological_specimen_banks,Biological Specimen Banks,0.515735272151475,0.4097222222222222,1.2587437150815661,united_kingdom,United Kingdom,0.35964319651140014,0.3872863247863248,0.9286235363715049,animals,Animals,0.2781179390838427,0.07799145299145299,3.5660053559243394,risk_factors,Risk Factors,0.22265709554089713,0.20032051282051283,1.1115042209401584,crosssectional_studies,Crosssectional Studies,0.22052351642694695,0.0811965811965812,2.7159212023108203
UK Biobank,C8,1511,861,male middle_aged (Male Middle Aged): 1.2239 | adult aged (Adult Aged): 1.1271 | female humans (Female Humans): 1.0103 | humans male (Humans Male): 0.9533 | middle_aged (Middle Aged): 0.8691,"Research spanning Male Middle Aged, Adult Aged, and Female Humans",Male Middle Aged,1.2239 - 0.8691,male middle_aged,Male Middle Aged,1.22385818877115,0.6796823295830576,1.8006326419018572,adult aged,Adult Aged,1.1270726755199605,0.5320979483785573,2.118167677500821,female humans,Female Humans,1.0102826763579371,0.4771674387822634,2.1172498252106005,humans male,Humans Male,0.9533105270634604,0.5459960291197882,1.7460026744156227,middle_aged,Middle Aged,0.8690728480716594,0.9119788219722038,0.9529528834806077
UK Biobank,C9,1200,777,male female (Male Female): 1.1318 | aged (Aged): 0.8973 | middle_aged (Middle Aged): 0.8600 | female middle_aged (Female Middle Aged): 0.8483 | adult (Adult): 0.7694,"Research spanning Male Female, Aged, and Middle Aged",Male Female,1.1318 - 0.7694,male female,Male Female,1.1317980535374887,0.4475,2.5291576615362876,aged,Aged,0.8972827585776225,0.7875,1.1394066775588858,middle_aged,Middle Aged,0.8600399773412484,0.9025,0.9529528834806077,female middle_aged,Female Middle Aged,0.8482934738385128,0.26166666666666666,3.241885887280941,adult,Adult,0.7693944104060652,0.6016666666666667,1.2787718732510778
UK Biobank,C5,1173,658,mendelian_randomization_analysis (Mendelian Randomization Analysis): 1.6008 | humans mendelian_randomization_analysis (Humans Mendelian Randomization Analysis): 0.9615 | genomewide_association_study (Genomewide Association Study): 0.8843 | polymorphism_single_nucleotide (Polymorphism Single Nucleotide): 0.8686 | genomewide_association_study mendelian_randomization_analysis (Genomewide Association Study Mendelian Randomization Analysis): 0.6742,"Research spanning Mendelian Randomization Analysis, Humans Mendelian Randomization Analysis, and Genomewide Association Study",Genomics,1.6008 - 0.6742,mendelian_randomization_analysis,Mendelian Randomization Analysis,1.6007662500588236,0.9914748508098892,1.6145303622691316,humans mendelian_randomization_analysis,Humans Mendelian Randomization Analysis,0.9615456208910576,0.3205456095481671,2.999715460918113,genomewide_association_study,Genomewide Association Study,0.884324909952613,0.793691389599318,1.1141923946019496,polymorphism_single_nucleotide,Polymorphism Single Nucleotide,0.868569143571723,0.5890878090366581,1.4744306880023605,genomewide_association_study mendelian_randomization_analysis,Genomewide Association Study Mendelian Randomization Analysis,0.6742312711521159,0.1815856777493606,3.7130200988799626
UK Biobank,C6,839,637,prospective_studies (Prospective Studies): 1.3105 | risk_factors (Risk Factors): 0.8333 | cardiovascular_diseases (Cardiovascular Diseases): 0.7852 | prospective_studies risk_factors (Prospective Studies Risk Factors): 0.7542 | humans prospective_studies (Humans Prospective Studies): 0.6350,"Research spanning Prospective Studies, Risk Factors, and Cardiovascular Diseases",Cardiovascular,1.3105 - 0.6350,prospective_studies,Prospective Studies,1.3104872916130297,0.766388557806913,1.7099515360238444,risk_factors,Risk Factors,0.8332969665928005,0.7497020262216925,1.1115042209401584,cardiovascular_diseases,Cardiovascular Diseases,0.7852143564231112,0.3456495828367104,2.271706362203415,prospective_studies risk_factors,Prospective Studies Risk Factors,0.7542317711211604,0.23122765196662692,3.2618580204672867,humans prospective_studies,Humans Prospective Studies,0.6349859189980406,0.1573301549463647,4.036008985146637
UK Biobank,C4,692,693,genetic_predisposition_to_disease genomewide_association_study (Genetic Predisposition To Disease Genomewide Association Study): 1.9502 | genomewide_association_study humans (Genomewide Association Study Humans): 1.6032 | genetic_predisposition_to_disease (Genetic Predisposition To Disease): 1.3779 | genomewide_association_study (Genomewide Association Study): 1.1029 | polymorphism_single_nucleotide (Polymorphism Single Nucleotide): 0.9013,"Research spanning Genetic Predisposition To Disease Genomewide Association Study, Genomewide Association Study Humans, and Genetic Predisposition To Disease",Genomics,1.9502 - 0.9013,genetic_predisposition_to_disease genomewide_association_study,Genetic Predisposition To Disease Genomewide Association Study,1.9501600417721028,0.6979768786127167,2.79401811367763,genomewide_association_study humans,Genomewide Association Study Humans,1.603185934366725,0.7196531791907514,2.2277202140196257,genetic_predisposition_to_disease,Genetic Predisposition To Disease,1.3778688595139816,0.8092485549132948,1.7026522335422773,genomewide_association_study,Genomewide Association Study,1.102921662286612,0.9898843930635838,1.1141923946019496,polymorphism_single_nucleotide,Polymorphism Single Nucleotide,0.9012777182442174,0.611271676300578,1.4744306880023605
UK Biobank,C3,640,577,phenotype (Phenotype): 1.5687 | humans genomewide_association_study (Humans Genomewide Association Study): 0.9280 | genomewide_association_study (Genomewide Association Study): 0.8879 | polymorphism_single_nucleotide (Polymorphism Single Nucleotide): 0.8754 | phenotype polymorphism_single_nucleotide (Phenotype Polymorphism Single Nucleotide): 0.7164,"Research spanning Phenotype, Humans Genomewide Association Study, and Genomewide Association Study",Genomics,1.5687 - 0.7164,phenotype,Phenotype,1.568667493994192,0.678125,2.313242387456873,humans genomewide_association_study,Humans Genomewide Association Study,0.9279901402159414,0.259375,3.577793311675918,genomewide_association_study,Genomewide Association Study,0.8878720644484286,0.796875,1.1141923946019496,polymorphism_single_nucleotide,Polymorphism Single Nucleotide,0.8754432210014016,0.59375,1.4744306880023605,phenotype polymorphism_single_nucleotide,Phenotype Polymorphism Single Nucleotide,0.7164246270201896,0.2015625,3.5543547387048164
UK Biobank,C7,583,550,brain (Brain): 2.1225 | magnetic_resonance_imaging (Magnetic Resonance Imaging): 2.0046 | humans magnetic_resonance_imaging (Humans Magnetic Resonance Imaging): 0.9629 | magnetic_resonance_imaging male (Magnetic Resonance Imaging Male): 0.8467 | white_matter (White Matter): 0.8463,"Research spanning Brain, Magnetic Resonance Imaging, and Humans Magnetic Resonance Imaging",Neurological,2.1225 - 0.8463,brain,Brain,2.1225491342773823,0.7718696397941681,2.7498803228526976,magnetic_resonance_imaging,Magnetic Resonance Imaging,2.0045588017820557,0.7015437392795884,2.8573539888482604,humans magnetic_resonance_imaging,Humans Magnetic Resonance Imaging,0.96286511200445,0.2332761578044597,4.127576178666135,magnetic_resonance_imaging male,Magnetic Resonance Imaging Male,0.8467448408978767,0.20411663807890223,4.148338170113127,white_matter,White Matter,0.8462983084470124,0.2109777015437393,4.01131637255779
UK Biobank,C0,339,578,genotype (Genotype): 3.1374 | genotype humans (Genotype Humans): 2.2016 | genomewide_association_study genotype (Genomewide Association Study Genotype): 1.7096 | phenotype (Phenotype): 0.7984 | polymorphism_single_nucleotide (Polymorphism Single Nucleotide): 0.6611,"Research spanning Genotype, Genotype Humans, and Genomewide Association Study Genotype",Genomics,3.1374 - 0.6611,genotype,Genotype,3.1373731885482576,1.0,3.1373731885482576,genotype humans,Genotype Humans,2.201604917101743,0.5781710914454278,3.807877892334137,genomewide_association_study genotype,Genomewide Association Study Genotype,1.7096345501738945,0.41002949852507375,4.169540377762232,phenotype,Phenotype,0.7983756912461774,0.34513274336283184,2.313242387456873,polymorphism_single_nucleotide,Polymorphism Single Nucleotide,0.6611016654169876,0.44837758112094395,1.4744306880023605
UK Biobank,C2,207,351,air_pollution (Air Pollution): 3.6367 | air_pollutants (Air Pollutants): 3.4905 | particulate_matter (Particulate Matter): 3.4026 | environmental_exposure (Environmental Exposure): 3.2408 | nitrogen_dioxide (Nitrogen Dioxide): 2.1115,"Research spanning Air Pollution, Air Pollutants, and Particulate Matter",Environmental,3.6367 - 2.1115,air_pollution,Air Pollution,3.636650066957735,0.9710144927536232,3.745206785374384,air_pollutants,Air Pollutants,3.4904883114633214,0.9130434782608695,3.8229157696979237,particulate_matter,Particulate Matter,3.4026480636926344,0.8888888888888888,3.827979071654214,environmental_exposure,Environmental Exposure,3.2408456116936937,0.8599033816425121,3.7688485484303063,nitrogen_dioxide,Nitrogen Dioxide,2.1115131574513173,0.46859903381642515,4.506012614354873
