biobank,cluster,n_publications,rank_cdf_ipf,term_cdf_ipf,cdf_ipf_score,df_score,ipf_score,rank_tfidf,term_tfidf,mean_tfidf_score
UK Biobank,1,1872,1,biological_specimen_banks,0.515735272151475,0.4097222222222222,1.2587437150815661,1,biological_specimen_banks,0.07474758360466101
UK Biobank,1,1872,2,united_kingdom,0.35964319651140014,0.3872863247863248,0.9286235363715049,2,united_kingdom,0.05829436441813544
UK Biobank,1,1872,3,animals,0.2781179390838427,0.07799145299145299,3.5660053559243394,3,risk_factors,0.03037942953490612
UK Biobank,1,1872,4,risk_factors,0.22265709554089713,0.20032051282051283,1.1115042209401584,4,animals,0.025735562392341354
UK Biobank,1,1872,5,crosssectional_studies,0.22052351642694695,0.0811965811965812,2.7159212023108203,5,female,0.022817023913117115
UK Biobank,2,207,1,air_pollution,3.636650066957735,0.9710144927536232,3.745206785374384,1,air_pollution,0.2680403508924043
UK Biobank,2,207,2,air_pollutants,3.4904883114633214,0.9130434782608695,3.8229157696979237,2,air_pollutants,0.25208347205898873
UK Biobank,2,207,3,particulate_matter,3.4026480636926344,0.8888888888888888,3.827979071654214,3,particulate_matter,0.24359703372365876
UK Biobank,2,207,4,environmental_exposure,3.2408456116936937,0.8599033816425121,3.7688485484303063,4,environmental_exposure,0.2337563991026196
UK Biobank,2,207,5,nitrogen_dioxide,2.1115131574513173,0.46859903381642515,4.506012614354873,5,nitrogen_dioxide,0.14292252559318155
UK Biobank,3,640,1,phenotype,1.568667493994192,0.678125,2.313242387456873,1,phenotype,0.17596532588082284
UK Biobank,3,640,2,humans genomewide_association_study,0.9279901402159414,0.259375,3.577793311675918,2,genomewide_association_study,0.13825405300281096
UK Biobank,3,640,3,genomewide_association_study,0.8878720644484286,0.796875,1.1141923946019496,3,polymorphism_single_nucleotide,0.10885088426797913
UK Biobank,3,640,4,polymorphism_single_nucleotide,0.8754432210014016,0.59375,1.4744306880023605,4,humans genomewide_association_study,0.10133504437661946
UK Biobank,3,640,5,phenotype polymorphism_single_nucleotide,0.7164246270201896,0.2015625,3.5543547387048164,5,phenotype polymorphism_single_nucleotide,0.06075771925932007
UK Biobank,4,692,1,genetic_predisposition_to_disease genomewide_association_study,1.9501600417721028,0.6979768786127167,2.79401811367763,1,genetic_predisposition_to_disease genomewide_association_study,0.16961318017719376
UK Biobank,4,692,2,genomewide_association_study humans,1.603185934366725,0.7196531791907514,2.2277202140196257,2,genomewide_association_study humans,0.16059905141345454
UK Biobank,4,692,3,genetic_predisposition_to_disease,1.3778688595139816,0.8092485549132948,1.7026522335422773,3,genomewide_association_study,0.1434368758062421
UK Biobank,4,692,4,genomewide_association_study,1.102921662286612,0.9898843930635838,1.1141923946019496,4,genetic_predisposition_to_disease,0.14142715886315704
UK Biobank,4,692,5,polymorphism_single_nucleotide,0.9012777182442174,0.611271676300578,1.4744306880023605,5,polymorphism_single_nucleotide,0.09669913980824349
UK Biobank,5,1173,1,mendelian_randomization_analysis,1.6007662500588236,0.9914748508098892,1.6145303622691316,1,mendelian_randomization_analysis,0.2059263102952596
UK Biobank,5,1173,2,humans mendelian_randomization_analysis,0.9615456208910576,0.3205456095481671,2.999715460918113,2,genomewide_association_study,0.12936794587825026
UK Biobank,5,1173,3,genomewide_association_study,0.884324909952613,0.793691389599318,1.1141923946019496,3,polymorphism_single_nucleotide,0.108093508361722
UK Biobank,5,1173,4,polymorphism_single_nucleotide,0.868569143571723,0.5890878090366581,1.4744306880023605,4,humans mendelian_randomization_analysis,0.09981301714383548
UK Biobank,5,1173,5,genomewide_association_study mendelian_randomization_analysis,0.6742312711521159,0.1815856777493606,3.7130200988799626,5,genomewide_association_study mendelian_randomization_analysis,0.07058807738037777
UK Biobank,6,839,1,prospective_studies,1.3104872916130297,0.766388557806913,1.7099515360238444,1,prospective_studies,0.1476618808677705
UK Biobank,6,839,2,risk_factors,0.8332969665928005,0.7497020262216925,1.1115042209401584,2,risk_factors,0.11333771951238664
UK Biobank,6,839,3,cardiovascular_diseases,0.7852143564231112,0.3456495828367104,2.271706362203415,3,cardiovascular_diseases,0.0771163271968425
UK Biobank,6,839,4,prospective_studies risk_factors,0.7542317711211604,0.23122765196662692,3.2618580204672867,4,biological_specimen_banks,0.0659760092806924
UK Biobank,6,839,5,humans prospective_studies,0.6349859189980406,0.1573301549463647,4.036008985146637,5,prospective_studies risk_factors,0.06502420007379872
UK Biobank,7,583,1,brain,2.1225491342773823,0.7718696397941681,2.7498803228526976,1,brain,0.20003246930303017
UK Biobank,7,583,2,magnetic_resonance_imaging,2.0045588017820557,0.7015437392795884,2.8573539888482604,2,magnetic_resonance_imaging,0.18076073872467968
UK Biobank,7,583,3,humans magnetic_resonance_imaging,0.96286511200445,0.2332761578044597,4.127576178666135,3,humans magnetic_resonance_imaging,0.07519526944955125
UK Biobank,7,583,4,magnetic_resonance_imaging male,0.8467448408978767,0.20411663807890223,4.148338170113127,4,neuroimaging,0.06720155418672928
UK Biobank,7,583,5,white_matter,0.8462983084470124,0.2109777015437393,4.01131637255779,5,white_matter,0.06622239050599789
UK Biobank,8,1511,1,male middle_aged,1.22385818877115,0.6796823295830576,1.8006326419018572,1,male middle_aged,0.10389540175729228
UK Biobank,8,1511,2,adult aged,1.1270726755199605,0.5320979483785573,2.118167677500821,2,middle_aged,0.09722494677008442
UK Biobank,8,1511,3,female humans,1.0102826763579371,0.4771674387822634,2.1172498252106005,3,male,0.0944647098085121
UK Biobank,8,1511,4,humans male,0.9533105270634604,0.5459960291197882,1.7460026744156227,4,female,0.09129532978221729
UK Biobank,8,1511,5,middle_aged,0.8690728480716594,0.9119788219722038,0.9529528834806077,5,humans male,0.09029235472552359
UK Biobank,9,1200,1,male female,1.1317980535374887,0.4475,2.5291576615362876,1,middle_aged,0.10345919771617774
UK Biobank,9,1200,2,aged,0.8972827585776225,0.7875,1.1394066775588858,2,female,0.0998640684334032
UK Biobank,9,1200,3,middle_aged,0.8600399773412484,0.9025,0.9529528834806077,3,male,0.0994257750622652
UK Biobank,9,1200,4,female middle_aged,0.8482934738385128,0.26166666666666666,3.241885887280941,4,aged,0.09658728171487758
UK Biobank,9,1200,5,adult,0.7693944104060652,0.6016666666666667,1.2787718732510778,5,male female,0.09613177880778585
