Biobank,PMID,Title,Abstract,Journal,Year,MeSH_Terms,is_preprint,cluster
Million Veteran Program,33341409,Extracellular Volume in Primary Mitral Regurgitation.,"This study used cardiovascular magnetic resonance (CMR) to evaluate whether elevated extracellular volume (ECV) was associated with mitral valve prolapse (MVP) or if elevated ECV was a consequence of remodeling independent of primary mitral regurgitation (MR) etiology. Replacement fibrosis in primary MR is more prevalent in MVP; however, data on ECV as a surrogate for diffuse interstitial fibrosis in primary MR are limited. Patients with chronic primary MR underwent comprehensive CMR phenotyping and were stratified into an MVP cohort (>2 mm leaflet displacement on a 3-chamber cine CMR) and a non-MVP cohort. Factors associated with ECV and replacement fibrosis were assessed. The association of ECV and symptoms related to MR and clinical events (mitral surgery and cardiovascular death) was ascertained. A total of 424 patients with primary MR (229 with MVP and 195 non-MVP) were enrolled. Replacement fibrosis was more prevalent in the MVP cohort (34.1% vs. 6.7%; p < 0.001), with bi-leaflet MVP having the strongest association with replacement fibrosis (odds ratio: 10.5; p < 0.001). ECV increased with MR severity in a similar fashion for both MVP and non-MVP cohorts and was associated with MR severity but not MVP on multivariable analysis. Elevated ECV was independently associated with symptoms related to MR and clinical events. Although replacement fibrosis was more prevalent in MVP, diffuse interstitial fibrosis as inferred by ECV was associated with MR severity, regardless of primary MR etiology. ECV was independently associated with symptoms related to MR and clinical events. (DeBakey Cardiovascular Magnetic Resonance Study [DEBAKEY-CMR]; NCT04281823).",JACC. Cardiovascular imaging,2021,Humans; Mitral Valve Insufficiency; Predictive Value of Tests,False,1
Million Veteran Program,32243820,Genotyping Array Design and Data Quality Control in the Million Veteran Program.,"The Million Veteran Program (MVP), initiated by the Department of Veterans Affairs (VA), aims to collect biosamples with consent from at least one million veterans. Presently, blood samples have been collected from over 800,000 enrolled participants. The size and diversity of the MVP cohort, as well as the availability of extensive VA electronic health records, make it a promising resource for precision medicine. MVP is conducting array-based genotyping to provide a genome-wide scan of the entire cohort, in parallel with whole-genome sequencing, methylation, and other 'omics assays. Here, we present the design and performance of the MVP 1.0 custom Axiom array, which was designed and developed as a single assay to be used across the multi-ethnic MVP cohort. A unified genetic quality-control analysis was developed and conducted on an initial tranche of 485,856 individuals, leading to a high-quality dataset of 459,777 unique individuals. 668,418 genetic markers passed quality control and showed high-quality genotypes not only on common variants but also on rare variants. We confirmed that, with non-European individuals making up nearly 30%, MVP's substantial ancestral diversity surpasses that of other large biobanks. We also demonstrated the quality of the MVP dataset by replicating established genetic associations with height in European Americans and African Americans ancestries. This current dataset has been made available to approved MVP researchers for genome-wide association studies and other downstream analyses. Further data releases will be available for analysis as recruitment at the VA continues and the cohort expands both in size and diversity.",American journal of human genetics,2020,"Aged; Aged, 80 and over; Cohort Studies; Ethnicity; Female; Genetic Markers; Genome-Wide Association Study; Genotype; Humans; Male; Middle Aged; Polymorphism, Single Nucleotide; Precision Medicine; Quality Control; Veterans; Whole Genome Sequencing",False,0
Million Veteran Program,31279615,Fried food consumption and risk of coronary artery disease: The Million Veteran Program.,"Previous studies of the relationship between fried food consumption and coronary artery disease (CAD) have yielded conflicting results. We tested the hypothesis that frequent fried food consumption is associated with a higher risk of incident CAD events in Million Veteran Program (MVP) participants. Veterans Health Administration electronic health record data were linked to questionnaires completed at MVP enrollment. Self-reported fried food consumption at baseline was categorized: (<1, 1-3, 4-6 times per week or daily). The outcome of interest was non-fatal myocardial infarction or CAD events. We fitted a Cox regression model adjusting for age, sex, race, education, exercise, smoking and alcohol consumption. Of 154,663 MVP enrollees with survey data, mean age was 64 years and 90% were men. During a mean follow-up of approximately 3 years, there were 6,725 CAD events. There was a positive linear relationship between frequency of fried food consumption and risk of CAD (p for trend 0.0015). Multivariable adjusted hazard ratios (95% CI) were 1.0 (ref), 1.07 (1.01-1.13), 1.08 (1.01-1.16), and 1.14 (1.03-1.27) across consecutive increasing categories of fried food intake. In a large national cohort of U.S. Veterans, fried food consumption has a positive, dose-dependent association with CAD.","Clinical nutrition (Edinburgh, Scotland)",2020,"Cohort Studies; Cooking; Coronary Artery Disease; Dietary Fats, Unsaturated; Female; Follow-Up Studies; Humans; Incidence; Male; Middle Aged; Risk Assessment; Self Report; Surveys and Questionnaires; United States; Veterans",False,8
Million Veteran Program,31902601,Egg consumption and risk of coronary artery disease in the Million Veteran Program.,"Limited and inconsistent data are available on the relation between egg consumption and risk of myocardial infarction (MI) and it is unclear if adiposity or type 2 diabetes modifies egg-MI relation. We tested the primary hypothesis that egg consumption is positively associated with incidence of MI among veterans. In secondary analyses, we examined potential effect modification of egg-MI relation by adiposity and type 2 diabetes. We analyzed data collected on 188,267 US veterans who were enrolled in the Million Veteran Program (MVP) from 2011 to 2018. Information on egg consumption was obtained via self-administered food frequency questionnaire and we used electronic health records to identify incident MI. The mean age was 64.4 (SD = 12.0) years and 9.9% of the population were female. We ascertained 10,260 new cases of non-fatal MI during an average follow up of 3.24 years (range: 0.002 to 7.49 y). Hazard ratio (95% CI) for non-fatal MI were 1.00 (ref), 0.93 (0.85-0.1.02), 0.96 (0.87-1.05), 0.98 (0.89-1.07), 1.08 (0.98-1.19), 1.11 (1.00-1.24), and 1.13 (1.00-1.28) for egg consumption of <1/month, 1-3/month, 1/week, 2-4/week, 5-6/week, 1/d, and 2+/d, respectively, controlling for age, sex, race, body mass index, smoking, exercise, alcohol intake, and overall dietary pattern (p non-linear trend 0.019). In secondary analyses, we observed similar results with a composite endpoint including fatal MI, coronary angioplasty and revascularization. Our data showed no association of infrequent consumption of eggs with non-fatal MI but a slightly elevated risk with intake of 1 or more eggs per day among US veterans.","Clinical nutrition (Edinburgh, Scotland)",2020,"Adiposity; Aged; Body Mass Index; Coronary Artery Disease; Diabetes Mellitus, Type 2; Diet; Dietary Approaches To Stop Hypertension; Eggs; Exercise; Female; Humans; Male; Middle Aged; Myocardial Infarction; Proportional Hazards Models; Prospective Studies; Risk Factors; United States; Veterans",False,2
Million Veteran Program,32841307,"Validating a non-invasive, ALT-based non-alcoholic fatty liver phenotype in the million veteran program.","Given ongoing challenges in non-invasive non-alcoholic liver disease (NAFLD) diagnosis, we sought to validate an ALT-based NAFLD phenotype using measures readily available in electronic health records (EHRs) and population-based studies by leveraging the clinical and genetic data in the Million Veteran Program (MVP), a multi-ethnic mega-biobank of US Veterans. MVP participants with alanine aminotransferases (ALT) >40 units/L for men and >30 units/L for women without other causes of liver disease were compared to controls with normal ALT. Genetic variants spanning eight NAFLD risk or ALT-associated loci (LYPLAL1, GCKR, HSD17B13, TRIB1, PPP1R3B, ERLIN1, TM6SF2, PNPLA3) were tested for NAFLD associations with sensitivity analyses adjusting for metabolic risk factors and alcohol consumption. A manual EHR review assessed performance characteristics of the NAFLD phenotype with imaging and biopsy data as gold standards. Genetic associations with advanced fibrosis were explored using FIB4, NAFLD Fibrosis Score and platelet counts. Among 322,259 MVP participants, 19% met non-invasive criteria for NAFLD. Trans-ethnic meta-analysis replicated associations with previously reported genetic variants in all but LYPLAL1 and GCKR loci (P<6x10-3), without attenuation when adjusted for metabolic risk factors and alcohol consumption. At the previously reported LYPLAL1 locus, the established genetic variant did not appear to be associated with NAFLD, however the regional association plot showed a significant association with NAFLD 279kb downstream. In the EHR validation, the ALT-based NAFLD phenotype yielded a positive predictive value 0.89 and 0.84 for liver biopsy and abdominal imaging, respectively (inter-rater reliability (Cohen's kappa = 0.98)). HSD17B13 and PNPLA3 loci were associated with advanced fibrosis. We validate a simple, non-invasive ALT-based NAFLD phenotype using EHR data by leveraging previously established NAFLD risk-associated genetic polymorphisms.",PloS one,2020,"17-Hydroxysteroid Dehydrogenases; Abdomen; Adaptor Proteins, Signal Transducing; Aged; Alanine Transaminase; Electronic Health Records; Female; Genetic Loci; Genetic Predisposition to Disease; Genetic Variation; Humans; Lipase; Liver; Lysophospholipase; Male; Membrane Proteins; Middle Aged; Non-alcoholic Fatty Liver Disease; Phenotype; Risk Factors; Veterans",False,4
Million Veteran Program,31906708,"Reproducible Genetic Risk Loci for Anxiety: Results From ∼200,000 Participants in the Million Veteran Program.","Anxiety disorders are common and often disabling. The goal of this study was to examine the genetic architecture of anxiety disorders and anxiety symptoms, which are also frequently comorbid with other mental disorders, such as major depressive disorder. Using one of the world's largest biobanks including genetic, environmental, and medical information, the Million Veteran Program, the authors performed a genome-wide association study (GWAS) of a continuous trait for anxiety (based on score on the Generalized Anxiety Disorder 2-item scale [GAD-2], N=199,611) as the primary analysis and self-report of physician diagnosis of anxiety disorder (N=224,330) as a secondary analysis. The authors identified five genome-wide significant signals for European Americans and one for African Americans on GAD-2 score. The strongest were on chromosome 3 (rs4603973) near  This is the largest GWAS of anxiety traits to date. The authors identified novel genome-wide significant associations near genes involved with global regulation of gene expression (",The American journal of psychiatry,2020,"Aged; Anxiety; Anxiety Disorders; Female; Genetic Loci; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Male; Middle Aged; Phenotype; Polymorphism, Single Nucleotide; Veterans",False,1
Million Veteran Program,32887874,Chromosome 1q21.2 and additional loci influence risk of spontaneous coronary artery dissection and myocardial infarction.,"Spontaneous coronary artery dissection (SCAD) is a non-atherosclerotic cause of myocardial infarction (MI), typically in young women. We undertook a genome-wide association study of SCAD (N",Nature communications,2020,"ADAMTS Proteins; Carotid Artery Diseases; Chromosomes; Cohort Studies; Coronary Artery Disease; Coronary Vessel Anomalies; Female; Fibromuscular Dysplasia; Genes, Neoplasm; Genome-Wide Association Study; Humans; Low Density Lipoprotein Receptor-Related Protein-1; Male; Meta-Analysis as Topic; Microfilament Proteins; Myocardial Infarction; Risk Factors; Vascular Diseases",False,2
Million Veteran Program,31872970,Genome-wide association study of cognitive performance in U.S. veterans with schizophrenia or bipolar disorder.,"Cognitive impairment is a frequent and serious problem in patients with various forms of severe mental illnesses (SMI), including schizophrenia (SZ) and bipolar disorder (BP). Recent research suggests genetic links to several cognitive phenotypes in both SMI and in the general population. Our goal in this study was to identify potential genomic signatures of cognitive functioning in veterans with severe mental illness and compare them to previous findings for cognition across different populations. Veterans Affairs (VA) Cooperative Studies Program (CSP) Study #572 evaluated cognitive and functional capacity measures among SZ and BP patients. In conjunction with the VA Million Veteran Program, 3,959 European American (1,095 SZ, 2,864 BP) and 2,601 African American (1,095 SZ, 2,864 BP) patients were genotyped using a custom Affymetrix Axiom Biobank array. We performed a genome-wide association study of global cognitive functioning, constructed polygenic scores for SZ and cognition in the general population, and examined genetic correlations with 2,626 UK Biobank traits. Although no single locus attained genome-wide significance, observed allelic effects were strongly consistent with previous studies. We observed robust associations between global cognitive functioning and polygenic scores for cognitive performance, intelligence, and SZ risk. We also identified significant genetic correlations with several cognition-related traits in UK Biobank. In a diverse cohort of U.S. veterans with SZ or BP, we demonstrate broad overlap of common genetic effects on cognition in the general population, and find that greater polygenic loading for SZ risk is associated with poorer cognitive performance.","American journal of medical genetics. Part B, Neuropsychiatric genetics : the official publication of the International Society of Psychiatric Genetics",2020,"Adult; Aged; Alleles; Bipolar Disorder; Cognition; Cognition Disorders; Female; Genome-Wide Association Study; Genotype; Humans; Male; Middle Aged; Neuropsychological Tests; Oligonucleotide Array Sequence Analysis; Polymorphism, Single Nucleotide; Schizophrenia; United States; United States Department of Veterans Affairs; Veterans",False,0
Million Veteran Program,33276944,Attachment Style Moderates Polygenic Risk for Posttraumatic Stress in United States Military Veterans: Results From the National Health and Resilience in Veterans Study.,"A polygenic risk score (PRS) derived from genome-wide association studies of posttraumatic stress disorder (PTSD) may inform risk for this disorder. To date, however, no known study has examined whether social environmental factors such as attachment style may moderate the relation between PRS and PTSD. We evaluated main and interactive effects of PRS and attachment style on PTSD symptoms in a nationally representative sample of trauma-exposed European-American U.S. military veterans (N = 2030). PRS was derived from a genome-wide association study of PTSD re-experiencing symptoms (N = 146,660) in the Million Veteran Program cohort. Using one-sample Mendelian randomization with data from the UK Biobank (N = 115,099), we evaluated the effects of re-experiencing PRS and attachment style on PTSD symptoms. Higher re-experiencing PRS and secure attachment style were independently associated with PTSD symptoms. A significant PRS-by-attachment style interaction was also observed (β = -.11, p = .006), with a positive association between re-experiencing PRS and PTSD symptoms observed only among veterans with an insecure attachment style. One-sample Mendelian randomization analyses suggested that the association between PTSD symptoms and attachment style is bidirectional. PRS enrichment analyses revealed a significant interaction between attachment style and a variant mapping to the IGSF11 gene (rs151177743, p = 2.1 × 10 Attachment style may moderate polygenic risk for PTSD symptoms, and a novel locus implicated in synaptic transmission and plasticity may serve as a possible biological mediator of this association. These findings may help inform interpersonally oriented treatments for PTSD for individuals with high polygenic risk for this disorder.",Biological psychiatry,2021,"Genome-Wide Association Study; Humans; Multifactorial Inheritance; Stress Disorders, Post-Traumatic; United States; Veterans; White People",False,6
Million Veteran Program,32492095,Association of OPRM1 Functional Coding Variant With Opioid Use Disorder: A Genome-Wide Association Study.,"With the current opioid crisis, it is important to improve understanding of the biological mechanisms of opioid use disorder (OUD). To detect genetic risk variants for OUD and determine genetic correlations and causal association with OUD and other traits. A genome-wide association study of electronic health record-defined OUD in the Million Veteran Program sample was conducted, comprising 8529 affected European American individuals and 71 200 opioid-exposed European American controls (defined by electronic health record trajectory analysis) and 4032 affected African American individuals and 26 029 opioid-exposed African American controls. Participants were enrolled from January 10, 2011, to May 21, 2018, with electronic health record data for OUD diagnosis from October 1, 1999, to February 7, 2018. Million Veteran Program results and additional OUD case-control genome-wide association study results from the Yale-Penn and Study of Addiction: Genetics and Environment samples were meta-analyzed (total numbers: European American individuals, 10 544 OUD cases and 72 163 opioid-exposed controls; African American individuals, 5212 cases and 26 876 controls). Data on Yale-Penn participants were collected from February 14, 1999, to April 1, 2017, and data on Study of Addiction: Genetics and Environment participants were collected from 1990 to 2007. The key result was replicated in 2 independent cohorts: proxy-phenotype buprenorphine treatment in the UK Biobank and newly genotyped Yale-Penn participants. Genetic correlations between OUD and other traits were tested, and mendelian randomization analysis was conducted to identify potential causal associations. Main outcomes were International Classification of Diseases, Ninth Revision-diagnosed OUD or International Statistical Classification of Diseases and Related Health Problems, Tenth Revision-diagnosed OUD (Million Veteran Program), and DSM-IV-defined opioid dependence (Yale-Penn and Study of Addiction: Genetics and Environment). A total of 114 759 individuals (101 016 men [88%]; mean [SD] age, 60.1 [12.8] years) were included. In 82 707 European American individuals, a functional coding variant (rs1799971, encoding Asn40Asp) in OPRM1 (μ-opioid receptor gene, the main biological target for opioid drugs; OMIM 600018) reached genome-wide significance (G allele: β = -0.066 [SE = 0.012]; P = 1.51 × 10-8). The finding was replicated in 2 independent samples. Single-nucleotide polymorphism-based heritability of OUD was 11.3% (SE = 1.8%). Opioid use disorder was genetically correlated with 83 traits, including multiple substance use traits, psychiatric illnesses, cognitive performance, and others. Mendelian randomization analysis revealed the following associations with OUD: risk of tobacco smoking, depression, neuroticism, worry neuroticism subcluster, and cognitive performance. No genome-wide significant association was detected for African American individuals or in transpopulation meta-analysis. This genome-wide meta-analysis identified a significant association of OUD with an OPRM1 variant, which was replicated in 2 independent samples. Post-genome-wide association study analysis revealed associated pleiotropic characteristics. Recruitment of additional individuals with OUD for future studies-especially those of non-European ancestry-is a crucial next step in identifying additional significant risk loci.",JAMA psychiatry,2020,"Aged; Female; Genome-Wide Association Study; Humans; Male; Middle Aged; Opioid-Related Disorders; Receptors, Opioid, mu; United States; United States Department of Veterans Affairs",False,0
Million Veteran Program,30914216,"Omega-3 supplement use, fish intake, and risk of non-fatal coronary artery disease and ischemic stroke in the Million Veteran Program.","Observational and clinical trial evidence suggests an inverse association of omega-3 polyunsaturated fatty acids with coronary artery disease (CAD) mortality, although relationships with non-fatal CAD and stroke are less clear. We investigated whether omega-3 fatty acid supplement use and fish intake were associated with incident non-fatal CAD and ischemic stroke among US Veterans. The Million Veteran Program (MVP) is an ongoing nation-wide longitudinal cohort study of US Veterans with self-reported survey, biospecimen, and electronic health record data. Regular use of omega-3 supplements (yes/no) and frequency of fish intake within the past year were assessed using a food frequency questionnaire. Cox proportional hazard models were used to estimate hazard ratios (HR) and 95% confidence intervals (CI) for the associations of omega-3 supplement use and fish intake with incident non-fatal CAD and ischemic stroke, defined from electronic health records using validated algorithms. Multivariable models included demographics, body mass index, education, smoking status, alcohol intake, and exercise frequency. Among 197,761 participants with food frequency data (mean age: 66 ± 12 years, 92% men), 21% regularly took omega-3 supplements and median fish intake was 1 (3-5 ounce) serving/week. Over a median follow-up of 2.9 years for non-fatal CAD and 3.3 years for non-fatal ischemic stroke, we observed 6265 and 4042 incident cases of non-fatal CAD and non-fatal ischemic stroke, respectively. Omega-3 fatty acid supplement use was independently associated with a lower risk of non-fatal ischemic stroke [HR (95% CI): 0.88 (0.81, 0.95)] but not non-fatal CAD [0.99 (0.93, 1.06)]. Fish intake was not independently associated with non-fatal CAD [1.01 (0.94, 1.09) for 1-3 servings/month, 1.03 (0.98, 1.11) for 1 serving/week, 1.02 (0.93, 1.11) for 2-4 servings/week, and 1.15 (0.98, 1.35) for ≥5 servings/week, reference = <1 serving/month, linear p-trend = 0.09] or non-fatal ischemic stroke [0.92 (0.84, 1.00) for 1-3 servings/month, 0.93 (0.85, 1.02) for 1 serving/week, 0.96 (0.86, 1.07) for 2-4 servings/week, and 1.13 (0.93-1.38) for ≥5 servings/week, linear p-trend = 0.16]. Neither omega-3 supplement use, nor fish intake, was associated with non-fatal CAD among US Veterans. While omega-3 supplement use was associated with lower risk of non-fatal ischemic stroke, fish intake was not. Randomized controlled trials are needed to confirm whether omega-3 supplementation is protective against ischemic stroke in a US population.","Clinical nutrition (Edinburgh, Scotland)",2020,"Aged; Cohort Studies; Coronary Artery Disease; Diet; Dietary Supplements; Fatty Acids, Omega-3; Female; Humans; Ischemic Stroke; Longitudinal Studies; Male; Prospective Studies; Risk Assessment; Seafood; Self Report; Surveys and Questionnaires; United States; Veterans",False,8
Million Veteran Program,32066696,Genomic influences on self-reported childhood maltreatment.,"Childhood maltreatment is highly prevalent and serves as a risk factor for mental and physical disorders. Self-reported childhood maltreatment appears heritable, but the specific genetic influences on this phenotype are largely unknown. The aims of this study were to (1) identify genetic variation associated with self-reported childhood maltreatment, (2) estimate SNP-based heritability (h",Translational psychiatry,2020,"Child; Child Abuse; Forkhead Transcription Factors; Genetic Predisposition to Disease; Genome-Wide Association Study; Genomics; Humans; Repressor Proteins; Self Report; Stress Disorders, Post-Traumatic",False,5
Million Veteran Program,32847391,Mendelian Randomization Analysis of Hemostatic Factors and Their Contribution to Peripheral Artery Disease-Brief Report.,"Peripheral artery disease (PAD) is the third most common form of atherosclerotic vascular disease and is characterized by significant functional disability and increased cardiovascular mortality. Recent genetic data support a role for a procoagulation protein variant, the factor V Leiden mutation, in PAD. The role of other hemostatic factors in PAD remains unknown. We evaluated the role of hemostatic factors in PAD using Mendelian randomization. Approach and Results: Two-sample Mendelian randomization to evaluate the roles of FVII (factor VII), FVIII (factor VIII), FXI (factor XI), VWF (von Willebrand factor), and fibrinogen in PAD was performed using summary statistics from GWAS for hemostatic factors performed within the Cohorts for Heart and Aging Research in the Genome Epidemiology Consortium and from GWAS performed for PAD within the Million Veteran Program. Genetically determined FVIII and VWF, but not FVII, FXI, or fibrinogen, were associated with PAD in Mendelian randomization experiments (FVIII: odds ratio, 1.41 [95% CI, 1.23-1.62],  Our results suggest a role for hemostasis, and by extension, thrombosis in PAD. Further study is warranted to determine whether VWF and FVIII independently affect the biology of PAD.","Arteriosclerosis, thrombosis, and vascular biology",2021,"ABO Blood-Group System; Adult; Aged; Aged, 80 and over; Case-Control Studies; Factor VIII; Female; Genetic Loci; Genetic Predisposition to Disease; Genome-Wide Association Study; Hemostasis; Humans; Male; Mendelian Randomization Analysis; Middle Aged; Peripheral Arterial Disease; Phenotype; Risk Assessment; Risk Factors; von Willebrand Factor",False,4
Million Veteran Program,33082346,"Genome-wide association study of smoking trajectory and meta-analysis of smoking status in 842,000 individuals.","Here we report a large genome-wide association study (GWAS) for longitudinal smoking phenotypes in 286,118 individuals from the Million Veteran Program (MVP) where we identified 18 loci for smoking trajectory of current versus never in European Americans, one locus in African Americans, and one in Hispanic Americans. Functional annotations prioritized several dozen genes where significant loci co-localized with either expression quantitative trait loci or chromatin interactions. The smoking trajectories were genetically correlated with 209 complex traits, for 33 of which smoking was either a causal or a consequential factor. We also performed European-ancestry meta-analyses for smoking status in the MVP and GWAS & Sequencing Consortium of Alcohol and Nicotine use (GSCAN) (N",Nature communications,2020,"Black or African American; Cohort Studies; Female; Genome-Wide Association Study; Hispanic or Latino; Humans; Longitudinal Studies; Male; Middle Aged; Polymorphism, Single Nucleotide; Quantitative Trait Loci; Smoking; White People",False,6
Million Veteran Program,32833022,Genetic determinants of increased body mass index mediate the effect of smoking on increased risk for type 2 diabetes but not coronary artery disease.,"Clinical observations have linked tobacco smoking with increased type 2 diabetes risk. Mendelian randomization analysis has recently suggested smoking may be a causal risk factor for type 2 diabetes. However, this association could be mediated by additional risk factors correlated with smoking behavior, which have not been investigated. We hypothesized that body mass index (BMI) could help to explain the association between smoking and diabetes risk. First, we confirmed that genetic determinants of smoking initiation increased risk for type 2 diabetes (OR 1.21, 95% CI: 1.15-1.27, P = 1 × 10-12) and coronary artery disease (CAD; OR 1.21, 95% CI: 1.16-1.26, P = 2 × 10-20). Additionally, 2-fold increased smoking risk was positively associated with increased BMI (~0.8 kg/m2, 95% CI: 0.54-0.98 kg/m2, P = 1.8 × 10-11). Multivariable Mendelian randomization analyses showed that BMI accounted for nearly all the risk smoking exerted on type 2 diabetes (OR 1.06, 95% CI: 1.01-1.11, P = 0.03). In contrast, the independent effect of smoking on increased CAD risk persisted (OR 1.12, 95% CI: 1.08-1.17, P = 3 × 10-8). Causal mediation analyses agreed with these estimates. Furthermore, analysis using individual-level data from the Million Veteran Program independently replicated the association of smoking behavior with CAD (OR 1.24, 95% CI: 1.12-1.37, P = 2 × 10-5), but not type 2 diabetes (OR 0.98, 95% CI: 0.89-1.08, P = 0.69), after controlling for BMI. Our findings support a model whereby genetic determinants of smoking increase type 2 diabetes risk indirectly through their relationship with obesity. Smokers should be advised to stop smoking to limit type 2 diabetes and CAD risk. Therapeutic efforts should consider pathophysiology relating smoking and obesity.",Human molecular genetics,2020,"Body Mass Index; Coronary Artery Disease; Diabetes Mellitus, Type 2; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Mendelian Randomization Analysis; Obesity; Polymorphism, Single Nucleotide; Risk Factors; Smoking",False,3
Million Veteran Program,33166319,PCSK9 loss of function is protective against extra-coronary atherosclerotic cardiovascular disease in a large multi-ethnic cohort.,"Therapeutic inhibition of PCSK9 protects against coronary artery disease (CAD) and ischemic stroke (IS). The impact on other diseases remains less well characterized. We created a genetic risk score (GRS) for PCSK9 using four single nucleotide polymorphisms (SNPs) at or near the PCSK9 locus known to impact lower LDL-Cholesterol (LDL-C): rs11583680, rs11591147, rs2479409, and rs11206510. We then used our GRS to calculate weighted odds ratios reflecting the impact of a genetically determined 10 mg/dL decrease in LDL-C on several pre-specified phenotypes including CAD, IS, peripheral artery disease (PAD), abdominal aortic aneurysm (AAA), type 2 diabetes, dementia, chronic obstructive pulmonary disease, and cancer. Finally, we used our weighted GRS to perform a phenome-wide association study. Genetic and electronic health record data that passed quality control was available in 312,097 individuals, (227,490 White participants, 58,907 Black participants, and 25,700 Hispanic participants). PCSK9 mediated reduction in LDL-C was associated with a reduced risk of CAD and AAA in trans-ethnic meta-analysis (CAD OR 0.83 [95% CI 0.80-0.87], p = 6.0 x 10-21; AAA OR 0.76 [95% CI 0.68-0.86], p = 2.9 x 10-06). Significant protective effects were noted for PAD in White individuals (OR 0.83 [95% CI 0.71-0.97], p = 2.3 x 10-04) but not in other genetic ancestries. Genetically reduced PCSK9 function associated with a reduced risk of dementia in trans-ethnic meta-analysis (OR 0.86 [95% CI 0.78-0.93], p = 5.0 x 10-04). Genetically reduced PCSK9 function results in a reduction in risk of several important extra-coronary atherosclerotic phenotypes in addition to known effects on CAD and IS, including PAD and AAA. We also highlight a novel reduction in risk of dementia, supporting a well-recognized vascular component to cognitive impairment and an opportunity for therapeutic repositioning.",PloS one,2020,"Cholesterol, LDL; Cognitive Dysfunction; Coronary Artery Disease; Diabetes Mellitus, Type 2; Female; Genetic Predisposition to Disease; Genome-Wide Association Study; Humans; Ischemic Stroke; Loss of Function Mutation; Male; Polymorphism, Single Nucleotide; Proprotein Convertase 9; Risk",False,1
Million Veteran Program,32226016,Minority-centric meta-analyses of blood lipid levels identify novel loci in the Population Architecture using Genomics and Epidemiology (PAGE) study.,"Lipid levels are important markers for the development of cardio-metabolic diseases. Although hundreds of associated loci have been identified through genetic association studies, the contribution of genetic factors to variation in lipids is not fully understood, particularly in U.S. minority groups. We performed genome-wide association analyses for four lipid traits in over 45,000 ancestrally diverse participants from the Population Architecture using Genomics and Epidemiology (PAGE) Study, followed by a meta-analysis with several European ancestry studies. We identified nine novel lipid loci, five of which showed evidence of replication in independent studies. Furthermore, we discovered one novel gene in a PrediXcan analysis, minority-specific independent signals at eight previously reported loci, and potential functional variants at two known loci through fine-mapping. Systematic examination of known lipid loci revealed smaller effect estimates in African American and Hispanic ancestry populations than those in Europeans, and better performance of polygenic risk scores based on minority-specific effect estimates. Our findings provide new insight into the genetic architecture of lipid traits and highlight the importance of conducting genetic studies in diverse populations in the era of precision medicine.",PLoS genetics,2020,"Databases, Genetic; Female; Genome-Wide Association Study; Genotype; Humans; Lipids; Male; Metagenomics; Minority Groups; Multifactorial Inheritance; Phenotype; Polymorphism, Single Nucleotide; Racial Groups; United States",False,0
Million Veteran Program,32282858,A missense variant in Mitochondrial Amidoxime Reducing Component 1 gene and protection against liver disease.,"Analyzing 12,361 all-cause cirrhosis cases and 790,095 controls from eight cohorts, we identify a common missense variant in the Mitochondrial Amidoxime Reducing Component 1 gene (MARC1 p.A165T) that associates with protection from all-cause cirrhosis (OR 0.91, p = 2.3*10-11). This same variant also associates with lower levels of hepatic fat on computed tomographic imaging and lower odds of physician-diagnosed fatty liver as well as lower blood levels of alanine transaminase (-0.025 SD, 3.7*10-43), alkaline phosphatase (-0.025 SD, 1.2*10-37), total cholesterol (-0.030 SD, p = 1.9*10-36) and LDL cholesterol (-0.027 SD, p = 5.1*10-30) levels. We identified a series of additional MARC1 alleles (low-frequency missense p.M187K and rare protein-truncating p.R200Ter) that also associated with lower cholesterol levels, liver enzyme levels and reduced risk of cirrhosis (0 cirrhosis cases for 238 R200Ter carriers versus 17,046 cases of cirrhosis among 759,027 non-carriers, p = 0.04) suggesting that deficiency of the MARC1 enzyme may lower blood cholesterol levels and protect against cirrhosis.",PLoS genetics,2020,"Alleles; Cholesterol, LDL; Coronary Artery Disease; Datasets as Topic; Fatty Liver; Female; Genetic Predisposition to Disease; Homozygote; Humans; Liver; Liver Cirrhosis; Liver Cirrhosis, Alcoholic; Loss of Function Mutation; Male; Middle Aged; Mitochondrial Proteins; Mutation, Missense; Oxidoreductases",False,2
