Biobank,PMID,Title,Abstract,Journal,Year,MeSH_Terms,is_preprint,cluster
All of Us,32609747,Diversity and inclusion for the All of Us research program: A scoping review.,"The All of Us Research Program (All of Us) is a national effort to accelerate health research by exploring the relationship between lifestyle, environment, and genetics. It is set to become one of the largest research efforts in U.S. history, aiming to build a national resource of data from at least one million participants. All of Us aims to address the need for more diversity in research and set the stage for that diversity to be leveraged in precision medicine research to come. This paper describes how the program assessed demographic characteristics of participants who have enrolled in other U.S. biomedical research cohorts to better understand which groups are traditionally represented or underrepresented in biomedical research. We 1) reviewed the enrollment characteristics of national cohort studies like All of Us, and 2) surveyed the literature, focusing on key diversity categories essential to the program's enrollment aims. Based on these efforts, All of Us emphasizes enrollment of racial and ethnic minorities, and has formally designated the following additional groups as historically underrepresented: individuals-with inadequate access to medical care; under the age of 18 or over 65; with an annual household income at or below 200% of the federal poverty level; who have a cognitive or physical disability; have less than a high school education or equivalent; are intersex; identify as a sexual or gender minority; or live in rural or non-metropolitan areas. Research accounting for wider demographic variability is critical. Only by ensuring diversity and by addressing the very barriers that limit it, can we position All of Us to better understand and tackle health disparities.",PloS one,2020,Biomedical Research; Cohort Studies; Cultural Diversity; Demography; Ethnicity; Female; Humans; Male; Minority Groups; Population Health; Precision Medicine; Racial Groups; United States,False,2
All of Us,33275082,Assessment of the ,Informed consent is the gateway to research participation. We report on the results of the formative evaluation that follows the electronic informed consent process for the ,AJOB empirical bioethics,2021,Humans; Informed Consent; Population Health; Privacy,False,9
All of Us,33103651,Holding Space for All of Us.,Negative experiences and misunderstanding are common in tribal-academic research partnerships. The Holding Space: A Guide for Partners in Tribal Research draws on the concepts of ,AMA journal of ethics,2020,"Federal Government; Humans; Indians, North American; Population Health; Trust",False,9
All of Us,33617706,Engaging African-Americans in Research in the Era of Precision Medicine: An All of Us Research Program Initiative.,"The purpose of this study was to increase awareness about the All of Us Research Program and to engage African-Americans who live in the Deep South in conversations about research. This was a quasi-experimental single group design with pre- and post-tests. Recruitment occurred via social media, radio and television advertisements, and in-person recruitment. A purposive convenience sample was used. Seventy adults (70) participated in the study. The social media campaigns reached 35,000 people. Prior to the study, 21% of participants had heard about the All of Us Research Program. After the event, there was a 10.8% increase in the likelihood of participants' willingness to share information about the program, and a 20% increase in the perception that the program was dedicated to engaging diverse communities in research. African-Americans are still skeptical about participating in research. However, with targeted intervention, many of them are willing to participate in research if it will improve their overall health and well-being.",Journal of National Black Nurses' Association : JNBNA,2020,Adult; Black or African American; Humans; Precision Medicine; Research,False,5
All of Us,32068711,Impact of the All of Us research program.,,Nursing,2020,"Biomedical Research; Cultural Diversity; Humans; Program Evaluation; Students, Nursing; United States; Volunteers",False,1
All of Us,31721233,"Precision medicine, agriculture, and genome editing: science and ethics.","The era of precision medicine has generated advances in various fields of science and medicine with the potential for a paradigm shift in healthcare delivery that will ultimately lead to an individualized approach to medicine. Such timely topics were explored in 2018 at a workshop held at the Third International Conference on One Medicine One Science (iCOMOS), in Minneapolis, Minnesota. A broad range of scientists and regulatory experts provided detailed insights into the challenges and opportunities associated with precision medicine and gene editing. There was a general consensus that advances in studying the genomic traits driving differential pharmacogenomics will undoubtedly enhance individualized treatments for a wide variety of diseases. Ethical considerations, societal implications, approaches for prioritizing safe and secure use of treatment modalities, and the advent of high-throughput computing and analysis of large, complex datasets were discussed. Large biobanks, such as the All of Us Research Program and the Veterans Affairs Million Veterans Program, can aid studies of various conditions in massive cohorts of patients. As the applications of precision medicine continue to mature, the full potential and promise of these individualized approaches will continue to yield important advances in transplant medicine, oncology, public health, agriculture, pharmacology, and bioinformatics.",Annals of the New York Academy of Sciences,2020,Agriculture; Computational Biology; Gene Editing; High-Throughput Screening Assays; Humans; Pharmacogenetics; Population Health; Precision Medicine,False,5
All of Us,32409920,Minding the gap in HIV host genetics: opportunities and challenges.,"Genome-wide association studies (GWAS) have been successful in identifying and confirming novel genetic variants that are associated with diverse HIV phenotypes. However, these studies have predominantly focused on European cohorts. HLA molecules have been consistently associated with HIV outcomes, some of which have been found to be population specific, underscoring the need for diversity in GWAS. Recently, there has been a concerted effort to address this gap that leads to health care (disease prevention, diagnosis, treatment) disparities with marginal improvement. As precision medicine becomes more utilized, non-European individuals will be more and more disadvantaged, as the genetic variants identified in genomic research based on European populations may not accurately reflect that of non-European individuals. Leveraging pre-existing, large, multiethnic cohorts, such as the UK Biobank, 23andMe, and the National Institute of Health's All of Us Research Program, can contribute in raising genomic research in non-European populations and ultimately lead to better health outcomes.",Human genetics,2020,"Genetic Markers; Genetic Predisposition to Disease; Genetics, Population; Genome-Wide Association Study; HIV; HIV Infections; Human Genetics; Humans; Polymorphism, Single Nucleotide",False,7
All of Us,32004412,Approach to High Volume Enrollment in Clinical Research: Experiences from an All of Us Research Program Site.,"Clinical trials and cohort studies are required to meet target recruitment of study participants within stipulated timelines, especially when the priority is to include populations traditionally unrepresented in biomedical research. By the third quarter of 2019, the University of Arizona-Banner Health Provider Organization (UA-Banner HPO) has enrolled > 30,000 core participants into the All of Us Research Program (AoURP), the research cohort of the Precision Medicine Initiative. The majority of enrolled participants meet the criteria for individuals under-represented in biomedical research. The enrollment goals were calculated based on a target of 20,000 as set by the National Institutes of Health and our health provider organization achieved enrollment numbers between 17% and 86% above the targeted daily enrollment. We evaluated enrollment methods and challenges to enrollments encountered by the UA-Banner Health Provider Organization into the AoURP. Challenges to enrollment centered around the need for high-touch engagement methods, time investment necessary for stakeholder inclusion, and the use of purely digital enrollment methods especially in populations under-represented in biomedical research. These challenges occurred at the level of the individual, provider, institutions, and community, and cumulatively impacted participant enrollment. Successful strategies for engagement and enrollment leveraged provider partners as advocates for the program. For high-volume enrollment in clinical research, it is important to engage leaders in the healthcare setting, patient providers, and tailor engagement and enrollment to potential participant needs. We emphasize the need for precision engagement and enrollment methods tailored to individual needs.",Clinical and translational science,2020,Biomedical Research; Clinical Trials as Topic; Community Participation; Humans; Patient Participation; Patient Selection; Precision Medicine; United States,False,5
All of Us,32762757,Transformation of the Taiwan Biobank 3.0: vertical and horizontal integration.,"Researchers expect a high quality of biospecimens/data and value-added services from biobanks. Therefore, the concept of ""biobank 3.0"" was introduced so that biobanks could better meet the needs of stakeholders and maintain sustainable operations. Theoretically, the Taiwan Biobank (TWB) has already gone through the concepts of biobank 1.0 and 2.0. However, three challenges still need to be addressed before it can be transformed into a new generation of the TWB (namely, the TWB 3.0): (1) the difficulty of integrating other biobanks' resources, (2) the efficiency and effectiveness of the release and use of biospecimens/data, and (3) the development of income and revenue models of sustainability. To address these issues, this paper proposes a framework for the TWB 3.0 transformation based on a dual-pillar approach composed of a ""physically"" vertical integration driven by the TWB and a ""virtually"" horizontal network led by the National Health Research Institutes (NHRI) of Taiwan. Using prominent biobanks such as the Biobanking and BioMolecular Resources Research Infrastructure-European Research Infrastructure Consortium (BBMRI-ERIC), the UK Biobank, and the National Institutes of Health (NIH)'s All of Us Research Program as models, the TWB can strengthen its on-going TWB 2.0 operations in regional and/or international collaboration, increase the value of data collected and develop closer relationships with biobank participants and users. To these ends, the authors highlight key issues that include, but are not limited to, the harmonization of relevant ELSI standards for various biobanks' integrations; the value-added services and the efficiency of Big Data Era related research and/or precision medicine development, and financial concerns related to biobank sustainability. This paper concludes by discussing how greater participant engagement and the uptake of Information Technology (IT) and Artificial Intelligence (AI) applications can be used in partnership with vertical and horizontal integration as part of a four-pronged approach to promote biobank sustainability, and facilitate the TWB 3.0 transformation.",Journal of translational medicine,2020,Artificial Intelligence; Biological Specimen Banks; Humans; Population Health; Research Personnel; Taiwan,False,9
All of Us,32726527,"The Illusion of Inclusion - The ""All of Us"" Research Program and Indigenous Peoples' DNA.",,The New England journal of medicine,2020,"Access to Information; Biological Specimen Banks; Biomedical Research; DNA; Humans; Indians, North American; Indigenous Peoples; Information Dissemination; Precision Medicine; United States",False,5
All of Us,32975747,"Amplifying Their Voices: Advice, Guidance, and Perceived Value of Cancer Biobanking Research Among an Older, Diverse Cohort.","The use of biobanks may accelerate scientists' chances of developing cures and treatments that are tailored to individuals' biological makeup-a function of the precision medicine movement. However, given the underrepresentation of certain populations in biobanks, the benefits of these resources may not be equitable for all groups, including older, multi-ethnic populations. The objective of this study was to better understand older, multi-ethnic populations' (1) perceptions of the value of cancer biobanking research, (2) study design preferences, and (3) guidance on ways to promote and increase participation. This study was designed using a community-based participatory research (CBPR) approach and involved eight FGDs with 67 older (65-74 years old) black and white residents from Baltimore City and Prince George's County, MD. FGDs lasted between 90 and 120 min, and participants received a $25 Target gift card for their participation. Analysis involved an inductive approach in which we went through a series of open and axial coding techniques to generate themes and subthemes. Multiple themes emerged from the FGDs for the development of future cancer-related biobanking research including (1) expectations/anticipated benefits, (2) biobanking design preferences, and (3) ways to optimize participation. Overall, most participants were willing to provide biospecimens and favored cancer-related biobank. To increase participation of older, diverse participants in biobanking protocols, researchers need to engage older, diverse persons as consultants in order to better understand the value of biobanking research to individuals from the various populations. Scientists should also incorporate suggestions from the community on garnering trust and increasing comfort with study design.",Journal of cancer education : the official journal of the American Association for Cancer Education,2022,Aged; Biological Specimen Banks; Biomedical Research; Community-Based Participatory Research; Humans; Neoplasms; Research Personnel,False,1
All of Us,32294660,In Different Voices: The Views of People with Disabilities about Return of Results from Precision Medicine Research.,"Returning genetic results to research participants is gaining momentum in the USA. It is believed to be an important step in exploring the impact of efforts to translate findings from research to bedside and public health benefits. Some also hope that this practice will incentivize research participation, especially among people from historically marginalized communities who are commonly underrepresented in research. However, research participants' interest in receiving nongenomic medical and nonmedical results that may emerge from precision medicine research (PMR) is understudied and no study to date has explored the views of people with disabilities about return of genomic and nongenomic results from PMR. In a national online survey of people with disabilities, participants were queried about their interest in receiving biological, environmental, and lifestyle results from PMR (n = 1,294). Analyses describe findings for all of the participants and comparisons for key demographic characteristics and disability subgroups. The participants expressed high interest in biological and health-related results and less interest in other findings. However, the interest among the study participants was lower than that found in comparable studies of the general population. Moreover, this interest varied significantly across gender, race/ethnicity, and disability subgroups. Possible reasons for these differences are discussed. Insofar as return of results from PMR may impact translational efforts, it is important to better understand the role of sociomedical marginalization in decisions about return of results from PMR and to develop strategies to address existing barriers.",Public health genomics,2020,Adult; Persons with Disabilities; Female; Genetic Research; Humans; Information Seeking Behavior; Male; Medicalization; Precision Medicine; Research Subjects; Social Marginalization; Social Perception,False,5
All of Us,33345745,Structural Racism in the COVID-19 Pandemic: Moving Forward.,"The COVID-19 pandemic has taken a substantial human, social and economic toll globally, but its impact on Black/African Americans, Latinx, and American Indian/Alaska Native communities in the U.S. is unconscionable. As the U.S. continues to combat the current COVID-19 cycle and prepares for future pandemics, it will be critical to learn from and rectify past and contemporary wrongs. Drawing on experiences in genomic research and intersecting areas in medical ethics, health disparities, and human rights, this article considers three key COVID-19-related issues: research to identify remedies; testing, contact tracing and surveillance; and lingering health needs and disability. It provides a pathway for the future: community engagement to develop culturally-sensitive responses to the myriad genomic/bioethical dilemmas that arise, and the establishment of a Truth and Reconciliation Commission to transition the country from its contemporary state of segregation in healthcare and health outcomes into an equitable and prosperous society for all.",The American journal of bioethics : AJOB,2021,Black or African American; COVID-19; Health Status Disparities; Healthcare Disparities; Humans; Pandemics; Racism; SARS-CoV-2,False,9
All of Us,32358593,The ethics of genetic testing for kidney diseases.,Growing genomic knowledge has provided immense insight into the aetiology and mechanisms of kidney diseases but raises ethical issues that risk the successful implementation of genomic medicine. We highlight such issues in two contexts: the return of individual genetic results from nephrology research and preimplantation genetic diagnosis for heritable kidney diseases.,Nature reviews. Nephrology,2020,Genetic Testing; Genomics; Humans; Kidney Diseases; Nephrology,False,7
All of Us,32090259,Leveraging the health information technology infrastructure to advance federal research priorities.,"Ensuring that federally funded health research keeps pace with the explosion of health data depends on better information technology (IT), access to high-quality electronic health data, and supportive policies. Because it prominently funds and conducts health research, the U.S. federal government needs health IT to rapidly evolve and has the ability to drive that evolution. The Office of the National Coordinator for Health Information Technology developed the National Health IT Priorities for Research: A Policy and Development Agenda (the Agenda) that identifies health IT priorities for research in consultation with relevant federal agencies. This article describes support for the Agenda from the Food and Drug Administration, the National Institutes of Health, and the Veterans Health Administration. Advancing the Agenda will benefit these agencies and support their missions as well as the entire ecosystem leveraging the health IT infrastructure or using data from health IT systems for research.",Journal of the American Medical Informatics Association : JAMIA,2020,Biomedical Research; Government Agencies; Medical Informatics; National Institutes of Health (U.S.); Public Policy; Research; United States; United States Department of Veterans Affairs; United States Food and Drug Administration,False,1
All of Us,31797629,Frequency of ClinVar Pathogenic Variants in Chronic Kidney Disease Patients Surveyed for Return of Research Results at a Cleveland Public Hospital.,"Return of results is not common in research settings as standards are not yet in place for what to return, how to return, and to whom. As a pioneer of large-scale of return of research results, the Precision Medicine Initiative Cohort now known of All of Us plans to return pharmacogenomic results and variants of clinical significance to its participants starting late 2019. To better understand the local landscape of possibilities regarding return of research results, we assessed the frequency of pathogenic variants and APOL1 renal risk variants in a small diverse cohort of chronic kidney disease patients (CKD) ascertained from a public hospital in Cleveland, Ohio genotyped on the Illumina Infinium MegaEX. Of the 23,720 ClinVar-designated variants directly assayed by the MegaEX, 8,355 (35%) had at least one alternate allele in the 130 participants genotyped. Of these, 18 ClinVar variants deemed pathogenic by multiple submitters with no conflicts in interpretation were distributed across 27 participants. The majority of these pathogenic ClinVar variants (14/18) were associated with autosomal recessive disorders. Of note were four African American carriers of TTR rs76992529 associated with amyloidogenic transthyretin amyloidosis, otherwise known as familial transthyretin amyloidosis (FTA). FTA, an autosomal dominant disorder with variable penetrance, is more common among African-descent populations compared with European-descent populations. Also common in this CKD population were APOL1 renal risk alleles G1 (rs73885319) and G2 (rs71785313) with 60% of the study population carrying at least one renal risk allele. Both pathogenic ClinVar variants and APOL1 renal risk alleles were distributed among participants who wanted actionable genetic results returned, wanted genetic results returned regardless of actionability, and wanted no results returned. Results from this local genetic study highlight challenges in which variants to report, how to interpret them, and the participant's potential for follow-up, only some of the challenges in return of research results likely facing larger studies such as All of Us.",Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing,2020,"Adult; Black or African American; Alleles; Apolipoprotein L1; Computational Biology; Female; Gene Frequency; Genetic Predisposition to Disease; Genetic Variation; Genotype; Hospitals, Public; Humans; Male; Pharmacogenomic Testing; Polymorphism, Single Nucleotide; Population Health; Renal Insufficiency, Chronic",False,0
All of Us,32342790,"Integrating Rules for Genomic Research, Clinical Care, Public Health Screening and DTC Testing: Creating Translational Law for Translational Genomics.","Human genomics is a translational field spanning research, clinical care, public health, and direct-to-consumer testing. However, law differs across these domains on issues including liability, consent, promoting quality of analysis and interpretation, and safeguarding privacy. Genomic activities crossing domains can thus encounter confusion and conflicts among these approaches. This paper suggests how to resolve these conflicts while protecting the rights and interests of individuals sequenced. Translational genomics requires this more translational approach to law.","The Journal of law, medicine & ethics : a journal of the American Society of Law, Medicine & Ethics",2020,"American Recovery and Reinvestment Act; Direct-To-Consumer Screening and Testing; Genomics; Health Insurance Portability and Accountability Act; Humans; Infant, Newborn; Informed Consent; Legislation as Topic; Liability, Legal; Neonatal Screening; Privacy; Public Health; Quality Assurance, Health Care; United States",False,7
All of Us,33740447,Precision medicine in 2030-seven ways to transform healthcare.,"Precision medicine promises improved health by accounting for individual variability in genes, environment, and lifestyle. Precision medicine will continue to transform healthcare in the coming decade as it expands in key areas: huge cohorts, artificial intelligence (AI), routine clinical genomics, phenomics and environment, and returning value across diverse populations.",Cell,2021,Artificial Intelligence; Big Data; Biomedical Research; Cultural Diversity; Delivery of Health Care; Electronic Health Records; Humans; Phenomics; Precision Medicine,False,1
All of Us,33275082,Assessment of the ,Informed consent is the gateway to research participation. We report on the results of the formative evaluation that follows the electronic informed consent process for the ,AJOB empirical bioethics,2021,Humans; Informed Consent; Population Health; Privacy,False,9
All of Us,34949531,Increasing inclusivity in precision medicine research: Views of deaf and hard of hearing individuals.,"Deaf/hard of hearing (HoH) individuals can benefit from precision medicine research (PMR) but are underrepresented in mainstream health research and may experience barriers to participation. Understanding their views and concerns about PMR can inform processes to foster inclusion in future studies and reduce health disparities. We administered an online disability-accessible survey to explore perceptions of PMR among, inter alia, deaf/HoH individuals. Questions included willingness to participate, interest in results, and barriers and facilitators to participation. Analyses describe results for participants who self-identified their primary condition as being deaf/HoH and compared results for key demographic characteristics. A total of 267 deaf/HoH participants completed the survey. Interest in PMR was high, although many reported inaccessible facilities and information about medical research; 51% reported that communication with health professionals is a barrier. Concerns about harm, lack of access to benefits, misinformed allocation decisions, and limited disability-relevant knowledge among researchers and health care providers were significant. Differences across racial, ethnic, and sex groups were observed and are discussed. Strategies to remove barriers to participation of deaf/HoH individuals in PMR are suggested. Distrust is a major challenge for cohort diversity, and research is needed to identify measures to increase the trustworthiness of PMR endeavors.",Genetics in medicine : official journal of the American College of Medical Genetics,2022,Communication; Persons with Disabilities; Hearing Loss; Humans; Persons with Hearing Disabilities; Precision Medicine,False,5
All of Us,34923710,Harmonizing variant classification for return of results in the All of Us Research Program.,"The All of Us Research Program (AoURP) is a historic effort to accelerate research and improve healthcare by generating and collating data from one million people in the United States. Participants will have the option to receive results from their genome analysis, including actionable findings in 59 gene-disorder pairs for which disorder-associated variants are recommended for return by the American College of Medical Genetics and Genomics. To ensure consistent reporting across the AoURP, in a prelaunch study the four participating clinical laboratories shared all variant classifications in the 59 genes of interest from their internal databases. Of the 11,813 unique variants classified by at least two of the four laboratories, classifications were concordant with regard to reportability for 99.1% (11,711), with only 0.9% (102) having reportability differences. Through variant reassessment, data sharing, and discussion of rationale, participating laboratories resolved all 102 reportable differences. These approaches will be maintained during routine AoU reporting to ensure continuous classification harmonization and consistent reporting within AoURP.",Human mutation,2022,"Genetic Testing; Genetic Variation; Genome, Human; Genomics; Humans; Population Health; United States",False,7
All of Us,33497675,Predictive Analytics for Glaucoma Using Data From the All of Us Research Program.,"To (1) use All of Us (AoU) data to validate a previously published single-center model predicting the need for surgery among individuals with glaucoma, (2) train new models using AoU data, and (3) share insights regarding this novel data source for ophthalmic research. Development and evaluation of machine learning models. Electronic health record data were extracted from AoU for 1,231 adults diagnosed with primary open-angle glaucoma. The single-center model was applied to AoU data for external validation. AoU data were then used to train new models for predicting the need for glaucoma surgery using multivariable logistic regression, artificial neural networks, and random forests. Five-fold cross-validation was performed. Model performance was evaluated based on area under the receiver operating characteristic curve (AUC), accuracy, precision, and recall. The mean (standard deviation) age of the AoU cohort was 69.1 (10.5) years, with 57.3% women and 33.5% black, significantly exceeding representation in the single-center cohort (P = .04 and P < .001, respectively). Of 1,231 participants, 286 (23.2%) needed glaucoma surgery. When applying the single-center model to AoU data, accuracy was 0.69 and AUC was only 0.49. Using AoU data to train new models resulted in superior performance: AUCs ranged from 0.80 (logistic regression) to 0.99 (random forests). Models trained with national AoU data achieved superior performance compared with using single-center data. Although AoU does not currently include ophthalmic imaging, it offers several strengths over similar big-data sources such as claims data. AoU is a promising new data source for ophthalmic research.",American journal of ophthalmology,2021,"Aged; Aged, 80 and over; Databases, Factual; Electronic Health Records; Female; Filtering Surgery; Glaucoma, Open-Angle; Humans; Information Storage and Retrieval; Logistic Models; Machine Learning; Male; Middle Aged; Models, Statistical; Neural Networks, Computer; ROC Curve",False,1
All of Us,34115137,Progress With the All of Us Research Program: Opening Access for Researchers.,,JAMA,2021,Adult; Biomedical Research; Cohort Studies; Cooperative Behavior; Data Analysis; Genomics; Humans; Information Dissemination; Research Personnel,False,1
All of Us,34941480,Geographic Variation in Obesity at the State Level in the All of Us Research Program.,"National obesity prevention strategies may benefit from precision health approaches involving diverse participants in population health studies. We used cohort data from the National Institutes of Health All of Us Research Program (All of Us) Researcher Workbench to estimate population-level obesity prevalence. To estimate state-level obesity prevalence we used data from physical measurements made during All of Us enrollment visits and data from participant electronic health records (EHRs) where available. Prevalence estimates were calculated and mapped by state for 2 categories of body mass index (BMI) (kg/m Data on height and weight were available for 244,504 All of Us participants from 33 states, and corresponding EHR data were available for 88,840 of these participants. The median and IQR of BMI taken from physical measurements data was 28.4 (24.4- 33.7) and 28.5 (24.5-33.6) from EHR data, where available. Overall obesity prevalence based on physical measurements data was 41.5% (95% CI, 41.3%-41.7%); prevalence of severe obesity was 20.7% (95% CI, 20.6-20.9), with large geographic variations observed across states. Prevalence estimates from states with greater numbers of All of Us participants were more similar to national population-based estimates than states with fewer participants. All of Us participants had a high prevalence of obesity, with state-level geographic variation mirroring national trends. The diversity among All of Us participants may support future investigations on obesity prevention and treatment in diverse populations.",Preventing chronic disease,2021,"Body Mass Index; Humans; Obesity; Obesity, Morbid; Population Health; Prevalence; United States",False,4
All of Us,33503628,Teenagers and Precision Psychiatry: A Window of Opportunity.,"Precision medicine raises hope for translating genetic-based knowledge about psychiatric risks into mental health benefits by motivating health-related, risk-reducing behaviors. Teenagers (ages 14-17) are an important age-group to engage in preventive efforts but, their views about psychiatric genetics are understudied. An online survey with a nationally representative sample of teenagers (n = 417) was conducted. Participants were randomly assigned to receive 1 of 2 handouts, 1 emphasizing the genetic underpinnings of psychiatric conditions; the other agency-oriented and focusing on gene-environment interactions. Survey questions queried their views about behavioral changes in response to psychiatric genetic risk information and expressed willingness to undertake them. Participants' decision-making characteristics (i.e., self-efficacy, empowerment, intolerance of uncertainty, and sensation-seeking) were assessed at baseline. Teenagers strongly valued the information provided and its potential usefulness for their mental health. Information about psychiatric genetics alone impacted views about the causes of mental illness. Contrary to our hypothesis, the type of handout did not impact participants' expressed willingness to make behavioral changes to reduce their risk of developing a psychiatric condition, but their sense of empowerment played a key role in their responses. Educating teenagers about gene-environment interactions may help facilitate the translational efforts of precision psychiatry. Research with teenagers across racial/ethnic groups, especially those with family histories, is needed to better understand the factors that impact teenagers' empowerment in psychiatric genomic settings and to identify measures, including the best enablers of empowerment (e.g., educators, parents), which would allow them to reap the benefits of precision psychiatry.",Public health genomics,2021,Adolescent; Adolescent Health; Decision Making; Empowerment; Female; Humans; Male; Mental Disorders; Mental Health; Patient Education as Topic; Precision Medicine; Psychiatry; Risk Factors; Risk Reduction Behavior; Risk-Taking; Surveys and Questionnaires,False,2
All of Us,34158555,Hypertension prevalence in the All of Us Research Program among groups traditionally underrepresented in medical research.,"The All of Us Research Program was designed to enable broad-based precision medicine research in a cohort of unprecedented scale and diversity. Hypertension (HTN) is a major public health concern. The validity of HTN data and definition of hypertension cases in the All of Us (AoU) Research Program for use in rule-based algorithms is unknown. In this cross-sectional, population-based study, we compare HTN prevalence in the AoU Research Program to HTN prevalence in the 2015-2016 National Health and Nutrition Examination Survey (NHANES). We used AoU baseline data from patient (age ≥ 18) measurements (PM), surveys, and electronic health record (EHR) blood pressure measurements. We retrospectively examined the prevalence of HTN in the EHR cohort using Systemized Nomenclature of Medicine (SNOMED) codes and blood pressure medications recorded in the EHR. We defined HTN as the participant having at least 2 HTN diagnosis/billing codes on separate dates in the EHR data AND at least one HTN medication. We calculated an age-standardized HTN prevalence according to the age distribution of the U.S. Census, using 3 groups (18-39, 40-59, and ≥ 60). Among the 185,770 participants enrolled in the AoU Cohort (mean age at enrollment = 51.2 years) available in a Researcher Workbench as of October 2019, EHR data was available for at least one SNOMED code from 112,805 participants, medications for 104,230 participants, and 103,490 participants had both medication and SNOMED data. The total number of persons with SNOMED codes on at least two distinct dates and at least one antihypertensive medication was 33,310 for a crude prevalence of HTN of 32.2%. AoU age-adjusted HTN prevalence was 27.9% using 3 groups compared to 29.6% in NHANES. The AoU cohort is a growing source of diverse longitudinal data to study hypertension nationwide and develop precision rule-based algorithms for use in hypertension treatment and prevention research. The prevalence of hypertension in this cohort is similar to that in prior population-based surveys.",Scientific reports,2021,Adolescent; Adult; Biomedical Research; Female; Humans; Hypertension; Male; Middle Aged; Minority Groups; Prevalence; United States; Young Adult,False,2
All of Us,34139858,Stroke Disparities Among Nonracial Minorities in the All of Us Research Program.,[Figure: see text].,Stroke,2021,"Aged; Aged, 80 and over; Cross-Sectional Studies; Female; Healthcare Disparities; Humans; Male; Minority Groups; Population Health; Stroke",False,2
All of Us,34644234,Nature vs. Nurture in Precision Education: Insights of Parents and the Public.,"The philosophical debate about the roles of nature versus nurture in human flourishing is not new. But the rise of precision education-a growing field of research that encourages the use of genetic data to inform educational trajectory and interventions to better meet student needs-has renewed historical and ethical concerns. A major worry is that ""genetic hype"" may skew public perceptions toward a deterministic perception of the child's educational trajectory, regardless of the child's capacities, and underestimation of environmental factors affecting educational outcomes. We tested this hypothesis with parents and adults from the general public in the US. A newly developed computerized implicit association test (IAT) to assess automatic associations between genetics or environments and student behaviors that are associated with educational achievement was administered to samples of parents of children below 21 years old (n = 450) and adults from the general public (n = 419). The samples were representative of the adult US population and adjusted to oversample Black/African American participants. An overall D score for participants' IATs (range: [-2, 2]) was calculated on the basis of the speed of participants' responses. The mean IAT score for both samples indicated stronger association between the quality of being a good student and environment rather than genetics (parents: mean=-0.146, t = -6.56, p < 0.001; general public: mean = -0.249, t = -9.45, p < 0.0001). Younger participants from the general public showed a stronger association between genetics and educational success than middle-aged participants (β = -0.301, p = 0.006). The views of parents and the general public on behavioral genetics and education are complex but call for investment in creating educational environments that are supportive of student success. Future research is needed to understand differences across age groups and to explore views of other stakeholders involved in determining children's educational trajectories about the roles of nature versus nurture in precision education.",AJOB empirical bioethics,2022,Achievement; Adult; Child; Educational Status; Humans; Middle Aged; Parents; Young Adult,False,0
All of Us,34431358,Cardiovascular Health Disparities in Racial and Other Underrepresented Groups: Initial Results From the All of Us Research Program.,"Background All of Us is a novel research program that aims to accelerate research in populations traditionally underrepresented in biomedical research. Our objective was to evaluate the burden of cardiovascular disease (CVD) in broadly defined underrepresented groups. Methods and Results We evaluated the latest data release of All of Us. We conducted a cross-sectional analysis combining survey and electronic health record data to estimate the prevalence of CVD upon enrollment in underrepresented groups defined by race, ethnicity, age (>75 years), disability (not able to carry out everyday physical activities), sexual orientation and gender identity lesbian, gay, bisexual, transgender, queer, intersex, and asexual (LGBTQIA+), income (annual household income <$35 000 US dollars) and education (less than a high school degree). We used multivariate logistic regression to estimate the adjusted odds ratio (OR) and product terms to test for interaction. The latest All of Us data release includes 315 297 participants. Of these, 230 577 (73%) had information on CVD and 17 958 had CVD (overall prevalence, 7.8%; 95% CI, 7.7-7.9). Multivariate analyses adjusted by hypertension, hyperlipidemia, type 2 diabetes mellitus, body mass index, and smoking indicated that, compared with White participants, Black participants had a higher adjusted odds of CVD (OR, 1.21; 95% CI, 1.16-1.27). Higher adjusted odds of CVD were also observed in underrepresented groups defined by other factors, including age >75 years (OR, 1.90; 95% CI, 1.81-1.99), disability (OR, 1.60; 95% CI, 1.53-1.68), and income <$35 000 US dollars (OR, 1.22; 95% CI, 1.17-1.27). Sex significantly modified the odds of CVD in several of the evaluated groups. Conclusions Among participants enrolled in All of Us, underrepresented groups defined based on race, ethnicity and other factors have a disproportionately high burden of CVD. The All of Us research program constitutes a powerful platform to accelerate research focused on individuals in underrepresented groups.",Journal of the American Heart Association,2021,Aged; Cardiovascular Diseases; Cross-Sectional Studies; Ethnicity; Female; Gender Identity; Health Status Disparities; Humans; Male; Population Health; Racial Groups; Risk Factors; United States,False,2
