PMID,Biobank,Year,Title,population_stratification_mentioned,population_stratification_confidence,population_stratification_severity,population_stratification_mesh,population_stratification_keywords,batch_effects_mentioned,batch_effects_confidence,batch_effects_severity,batch_effects_mesh,batch_effects_keywords,missing_data_mentioned,missing_data_confidence,missing_data_severity,missing_data_mesh,missing_data_keywords,sampling_bias_mentioned,sampling_bias_confidence,sampling_bias_severity,sampling_bias_mesh,sampling_bias_keywords,technical_variation_mentioned,technical_variation_confidence,technical_variation_severity,technical_variation_mesh,technical_variation_keywords
36367493,UK Biobank,2022,The link between cognition and somatic conditions related to insulin resistance in the UK Biobank study cohort: a systematic review.,1,0.3333333333333333,high,0,confounding,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,1,0.3333333333333333,mentioned,0,inclusion,0,0.0,none,0,
36463630,UK Biobank,2023,Association analyses of the autosomal genome and mitochondrial DNA with accelerometry-derived sleep parameters in depressed UK biobank subjects.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36440257,UK Biobank,2023,Physical activity is inversely associated with hepatic fibro-inflammation: A population-based cohort study using UK Biobank data.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36379544,UK Biobank,2023,Characterising heart rhythm abnormalities associated with Xp22.31 deletion.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36377121,UK Biobank,2023,Metabolic profile predicts incident cancer: A large-scale population study in the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36333523,UK Biobank,2022,"Automated imaging-based abdominal organ segmentation and quality control in 20,000 participants of the UK Biobank and German National Cohort Studies.",0,0.0,none,0,,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,1,quality control
36307799,UK Biobank,2022,The causal associations of circulating amino acids with blood pressure: a Mendelian randomization study.,1,0.3333333333333333,low,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36198219,UK Biobank,2022,Association of autoimmune diseases with Alzheimer's disease: A mendelian randomization study.,1,0.6666666666666666,medium,1,gwas|genetic association,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,selection bias,0,0.0,none,0,
36066889,UK Biobank,2022,Association of Unhealthy Lifestyle and Childhood Adversity With Acceleration of Aging Among UK Biobank Participants.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35783629,UK Biobank,2022,Circulating Polyunsaturated Fatty Acids and COVID-19: A Prospective Cohort Study and Mendelian Randomization Analysis.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35687092,UK Biobank,2022,Detection and characterization of male sex chromosome abnormalities in the UK Biobank study.,1,0.6666666666666666,mentioned,0,ancestry|european ancestry,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35584867,UK Biobank,2022,Importance of sex and gender factors for COVID-19 infection and hospitalisation: a sex-stratified analysis using machine learning in UK Biobank data.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35578132,UK Biobank,2022,Meta-matching as a simple framework to translate phenotypic predictive models from big to small data.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35461807,UK Biobank,2022,Sickle Cell Trait and Risk for Common Diseases: Evidence from the UK Biobank.,1,0.3333333333333333,medium,0,principal component,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35373896,UK Biobank,2022,"Types of diet, obesity, and incident type 2 diabetes: Findings from the UK Biobank prospective cohort study.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35363255,UK Biobank,2022,"Retinal photograph-based deep learning predicts biological age, and stratifies morbidity and mortality risk.",1,0.3333333333333333,mentioned,0,stratification,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35339527,UK Biobank,2022,Associations of genetic risk factors and air pollution with incident hypertension among participants in the UK Biobank study.,1,0.6666666666666666,mentioned,0,ancestry|european ancestry,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35197341,UK Biobank,2022,"Association of social isolation, loneliness and genetic risk with incidence of dementia: UK Biobank Cohort Study.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35146945,UK Biobank,2022,A Genetic and Metabolic Staging System for Predicting the Outcome of Nonalcoholic Fatty Liver Disease.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35134953,UK Biobank,2022,Educational attainment as a modifier for the effect of polygenic scores for cardiovascular risk factors: cross-sectional and prospective analysis of UK Biobank.,1,0.3333333333333333,low,0,ancestry,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35079123,UK Biobank,2022,"Genetic common variants associated with cerebellar volume and their overlap with mental disorders: a study on 33,265 individuals from the UK-Biobank.",1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34414428,UK Biobank,2022,Association and pathways between shift work and cardiovascular disease: a prospective cohort study of 238 661 participants from UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34022066,UK Biobank,2022,Genome-wide association study identifies TNFSF15 associated with childhood asthma.,1,0.6666666666666666,medium,1,ancestry|gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
37197741,UK Biobank,2023,Sample-constrained partial identification with application to selection bias.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,selection bias,0,0.0,none,0,
35141322,UK Biobank,2022,Association between depression and sleep apnoea: a Mendelian randomisation study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35926371,UK Biobank,2022,Neighbourhood deprivation and intersectional inequalities in biomarkers of healthy ageing in England.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,1,,0,0.0,none,0,
35198009,UK Biobank,2022,Using Image Recognition to Process Unbalanced Data in Genetic Diseases From Biobanks.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,minority,0,0.0,none,0,
34785785,UK Biobank,2022,Correction: Association of inflammation with depression and anxiety: evidence for symptom-specificity and potential causality from UK Biobank and NESDA cohorts.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34655051,UK Biobank,2022,COVID-19 Outcomes in Minority Ethnic Groups: Do Obesity and Metabolic Risk Play a Role?,1,0.6666666666666666,mentioned,0,ethnic|ethnicity,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,1,minority,0,0.0,none,0,
36196897,UK Biobank,2022,Associations of Childhood Maltreatment and Genetic Risks With Incident Heart Failure in Later Life.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36194337,UK Biobank,2023,Metabolic dysfunction-associated fatty liver disease and liver function markers are associated with Crohn's disease but not Ulcerative Colitis: a prospective cohort study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35112422,UK Biobank,2022,The additive impact of cardio-metabolic disorders and psychiatric illnesses on accelerated brain aging.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34668055,UK Biobank,2022,Type 2 diabetes risks and determinants in second-generation migrants and mixed ethnicity people of South Asian and African Caribbean descent in the UK.,1,0.6666666666666666,mentioned,0,ethnic|ethnicity,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,1,0.3333333333333333,mentioned,0,socioeconomic,0,0.0,none,0,
35616623,UK Biobank,2022,Ambient Air Pollutants and Incident Microvascular Disease: A Cohort Study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35297226,UK Biobank,2022,Association of shorter leucocyte telomere length with risk of frailty.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36322888,UK Biobank,2023,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35761388,UK Biobank,2022,A theory-based practical solution to correct for sex-differential participation bias.,1,0.3333333333333333,high,1,gwas,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,selection bias,0,0.0,none,0,
35977751,UK Biobank,2022,Missed opportunities in the treatment of Turner syndrome: a case discussion and review of the guidelines.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35589582,UK Biobank,2022,[A comparative study of multiple parallel mediation analysis methods].,0,0.0,none,0,,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36371468,UK Biobank,2022,Gene-gene interaction detection with deep learning.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35907931,UK Biobank,2022,Detection of repeat expansions in large next generation DNA and RNA sequencing data without alignment.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35790706,UK Biobank,2022,Human Capital Mediates Natural Selection in Contemporary Humans.,1,0.6666666666666666,medium,0,ancestry|european ancestry,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35748697,UK Biobank,2022,XSI-a genotype compression tool for compressive genomics in large biobanks.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35399008,UK Biobank,2022,Exploration of errors in variance caused by using the first-order approximation in Mendelian randomization.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35308900,UK Biobank,2021,Gene-Based Analysis Reveals Sex-Specific Genetic Risk Factors of COPD.,1,0.6666666666666666,medium,1,gwas|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35708014,UK Biobank,2022,"Frequency, Penetrance, and Variable Expressivity of Dilated Cardiomyopathy-Associated Putative Pathogenic Gene Variants in UK Biobank Participants.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35859178,UK Biobank,2022,"The sequences of 150,119 genomes in the UK Biobank.",0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,diversity,0,0.0,none,0,
34767815,UK Biobank,2022,"Differences in Clinical Features and Comorbid Burden between HLA-C∗06:02 Carrier Groups in >9,000 People with Psoriasis.",1,0.6666666666666666,medium,0,ancestry|european ancestry,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35794006,UK Biobank,2022,Haplotype and population structure inference using neural networks in whole-genome sequencing data.,1,1.0,mentioned,1,ancestry|population structure|principal component|admixture,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36410544,UK Biobank,2023,Polygenic risk in Type III hyperlipidaemia and risk of cardiovascular disease: An epidemiological study in UK Biobank and Oxford Biobank.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36199290,UK Biobank,2022,"Associations between inflammatory bowel disease, social isolation, and mortality: evidence from a longitudinal cohort study.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36093575,UK Biobank,2023,Morning chronotype and digestive tract cancers: Mendelian randomization study.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35706481,UK Biobank,2022,"Association of gamma-glutamyltransferase levels with total mortality, liver-related and cardiovascular outcomes: A prospective cohort study in the UK Biobank.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35619136,UK Biobank,2022,Temporal trajectories of important diseases in the life course and premature mortality in the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35606880,UK Biobank,2022,Fine-mapping studies distinguish genetic risks for childhood- and adult-onset asthma in the HLA region.,1,0.6666666666666666,medium,1,ethnic|gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35536239,UK Biobank,2022,Population Prevalence of Premature Truncating Variants in Plakophilin-2 and Association With Arrhythmogenic Right Ventricular Cardiomyopathy: A UK Biobank Analysis.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35358546,UK Biobank,2022,Associations of road traffic noise with cardiovascular diseases and mortality: Longitudinal results from UK Biobank and meta-analysis.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35313867,UK Biobank,2022,The influence of childhood asthma on adult height: evidence from the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,standardization
35285476,UK Biobank,2022,Rare complement factor I variants associated with reduced macular thickness and age-related macular degeneration in the UK Biobank.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
34852643,UK Biobank,2022,Twenty-Five Novel Loci for Carotid Intima-Media Thickness: A Genome-Wide Association Study in >45 000 Individuals and Meta-Analysis of >100 000 Individuals.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36558494,UK Biobank,2022,"Diet and Risk of Non-Alcoholic Fatty Liver Disease, Cirrhosis, and Liver Cancer: A Large Prospective Cohort Study in UK Biobank.",1,0.3333333333333333,medium,0,principal component,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36350810,UK Biobank,2022,"Primary hypertension, anti-hypertensive medications and the risk of severe COVID-19 in UK Biobank.",1,0.3333333333333333,high,0,confounding,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35696722,UK Biobank,2022,Quantifying the Effect of Physical Activity on Endometrial Cancer Risk.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35688633,UK Biobank,2022,IVIg-exposure and thromboembolic event risk: findings from the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35421149,UK Biobank,2022,Candidate genetic variants and antidepressant-related fall risk in middle-aged and older adults.,1,0.3333333333333333,mentioned,1,genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35220441,UK Biobank,2022,Red meat consumption and all-cause and cardiovascular mortality: results from the UK Biobank study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35197066,UK Biobank,2022,"Risk of cancer in regular and low meat-eaters, fish-eaters, and vegetarians: a prospective analysis of UK Biobank participants.",1,0.3333333333333333,high,0,confounding,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35049489,UK Biobank,2022,Latent subtypes of manic and/or irritable episode symptoms in two population-based cohorts.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34953058,UK Biobank,2022,Absolute and relative grip strength as predictors of cancer: prospective cohort study of 445 552 participants in UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
34315717,UK Biobank,2022,Cross-sectional analysis of educational inequalities in primary prevention statin use in UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36309747,UK Biobank,2022,"Causal relationship between obesity, lifestyle factors and risk of benign prostatic hyperplasia: a univariable and multivariable Mendelian randomization study.",0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36114182,UK Biobank,2022,Efficient and accurate frailty model approach for genome-wide survival association analysis in large-scale biobanks.,1,0.6666666666666666,mentioned,1,ancestry|population structure,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36041764,UK Biobank,2022,Association between use of systemic and inhaled glucocorticoids and changes in brain volume and white matter microstructure: a cross-sectional study using data from the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35803923,UK Biobank,2022,The contribution of common regulatory and protein-coding TYR variants to the genetic architecture of albinism.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35635846,UK Biobank,2022,"Association of Sugar-Sweetened, Artificially Sweetened, and Unsweetened Coffee Consumption With All-Cause and Cause-Specific Mortality : A Large Prospective Cohort Study.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35624487,UK Biobank,2022,Long-term low-dose acetylsalicylic use shows protective potential for the development of both vascular dementia and Alzheimer's disease in patients with coronary heart disease but not in other individuals from the general population: results from two large cohort studies.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,inclusion,0,0.0,none,0,
35489708,UK Biobank,2022,"Associations between leukocyte telomere length and osteosarcopenia in 20,400 adults aged 60 years and over: Data from the UK Biobank.",0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,attrition,0,0.0,none,0,,0,0.0,none,0,
34996542,UK Biobank,2022,"Osteoporosis and Its Association With Cardiovascular Disease, Respiratory Disease, and Cancer: Findings From the UK Biobank Prospective Cohort Study.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34873324,UK Biobank,2022,"Disparities in COVID-19 infection, hospitalisation and death in people with schizophrenia, bipolar disorder, and major depressive disorder: a cohort study of the UK Biobank.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34605583,UK Biobank,2022,Panoramic smoking burden and genetic susceptibility in relation to all-cause and cause-specific mortality: a prospective study in UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36403308,UK Biobank,2023,DragNet: Learning-based deformable registration for realistic cardiac MR sequence generation from a single frame.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36462434,UK Biobank,2023,Association of residential greenness with incident chronic obstructive pulmonary disease: A prospective cohort study in the UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36329166,UK Biobank,2023,"UK Biobank retinal imaging grading: methodology, baseline characteristics and findings for common ocular diseases.",1,0.6666666666666666,mentioned,0,ethnic|ethnicity,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35978398,UK Biobank,2022,Associations between consumption of three types of beverages and risk of cardiometabolic multimorbidity in UK Biobank participants: a prospective cohort study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35811326,UK Biobank,2022,Machine Learning-Derived Acetabular Dysplasia and Cam Morphology Are Features of Severe Hip Osteoarthritis: Findings From UK Biobank.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35709753,UK Biobank,2022,Hereditary Hemochromatosis Variant Associations with Incident Nonliver Malignancies: 11-Year Follow-up in UK Biobank.,1,0.6666666666666666,medium,0,ancestry|european ancestry,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35621194,UK Biobank,2022,Longitudinal Associations Between Fat-Derived Dietary Patterns and Early Markers of Cardiovascular Disease Risk in the UK Biobank Study.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35220625,UK Biobank,2022,"Association of smoking, lung function and COPD in COVID-19 risk: a two-step Mendelian randomization study.",1,0.3333333333333333,medium,1,gwas,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
34927450,UK Biobank,2022,Machine Learning Approach to Classify Cardiovascular Disease in Patients With Nonalcoholic Fatty Liver Disease in the UK Biobank Cohort.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34912076,UK Biobank,2022,Phenome-wide association study (PheWAS) of colorectal cancer risk SNP effects on health outcomes in UK Biobank.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34802694,UK Biobank,2022,"Interleukin-1 receptor antagonist, mode of analgesia and risk of Caesarean delivery after onset of labour: a Mendelian randomisation analysis.",0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36217013,UK Biobank,2022,Development and large-scale validation of the Watch Walk wrist-worn digital gait biomarkers.,0,0.0,none,0,,0,0.0,none,1,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,1,
35762974,UK Biobank,2022,Outlier detection for multi-network data.,0,0.0,none,0,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
35474380,UK Biobank,2022,ExPheWas: a platform for cis-Mendelian randomization and gene-based association scans.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35433589,UK Biobank,2022,Cannabis Use Is Associated With Lower COVID-19 Susceptibility but Poorer Survival.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35078366,UK Biobank,2022,An unbiased test reveals no enrichment of sexually antagonistic polymorphisms on the human X chromosome.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35070497,UK Biobank,2022,Beneficial autoimmunity and maladaptive inflammation shape epidemiological links between cancer and immune-inflammatory diseases.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34758978,UK Biobank,2022,"Effect of Loss-of-Function Genetic Variants in PCSK9 on Glycemic Traits, Neurocognitive Impairment, and Hepatobiliary Function.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
32886606,UK Biobank,2022,A Topological Loss Function for Deep-Learning Based Image Segmentation Using Persistent Homology.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36704342,UK Biobank,2022,A statistical boosting framework for polygenic risk scores based on large-scale genotype data.,1,0.3333333333333333,mentioned,0,stratification,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36523763,UK Biobank,2022,Exploring the causal relationship between gastroesophageal reflux and oral lesions: A mendelian randomization study.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35885903,UK Biobank,2022,Gene-Based Association Tests Using New Polygenic Risk Scores and Incorporating Gene Expression Data.,1,0.3333333333333333,mentioned,1,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35832928,UK Biobank,2022,Polynomial Mendelian randomization reveals non-linear causal effects for obesity-related traits.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35785021,UK Biobank,2022,P-smoother: efficient PBWT smoothing of large haplotype panels.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35493704,UK Biobank,2022,Rare coding variants in DNA damage repair genes associated with timing of natural menopause.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35224516,UK Biobank,2022,A year of COVID-19 GWAS results from the GRASP portal reveals potential genetic risk factors.,1,1.0,low,0,ancestry|gwas|genetic association,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34890138,UK Biobank,2022,A new Mendelian Randomization method to estimate causal effects of multivariable brain imaging exposures.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34132328,UK Biobank,2022,The Role of Copper and Zinc in Irritable Bowel Syndrome: A Mendelian Randomization Study.,0,0.0,none,1,,0,0.0,none,0,,1,0.3333333333333333,mentioned,0,mar,0,0.0,none,0,,0,0.0,none,0,
36307513,UK Biobank,2022,"Polygenic Health Index, General Health, and Pleiotropy: Sibling Analysis and Disease Risk Reduction.",0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35777174,UK Biobank,2022,From YouTube to the brain: Transfer learning can improve brain-imaging predictions with deep learning.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35419390,UK Biobank,2022,Circulating Vitamin D Levels and the Risk of Atrial Fibrillation: A Two-Sample Mendelian Randomization Study.,1,0.3333333333333333,low,0,gwas,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35383355,UK Biobank,2022,Fast heritability estimation based on MINQUE and batch training.,0,0.0,none,1,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
34044131,UK Biobank,2022,Validation of the Dallas Steatosis Index to Predict Nonalcoholic Fatty Liver Disease in the UK Biobank Population.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
36477264,UK Biobank,2022,Genetic risk scores and dementia risk across different ethnic groups in UK Biobank.,1,1.0,mentioned,0,ancestry|ethnic|ethnicity|european ancestry,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
35442525,UK Biobank,2022,Neither tamoxifen nor aromatase inhibitors increase the risk of Parkinson disease in the UK Biobank cohort.,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,,0,0.0,none,0,
